# ID Name UT JD Obs Elev Tau225 RMS RMS_unit Cal_f Cal_f_err Offset_x Offset_y
1 NGC1333_20151222_00018_850 "2015-12-22 04:55:52.996767" 2457378.7054744996 00018 52.0 0.061 0.01119 Jy/bm 1.0316478369871247 0.007444994400591138 0.0 0.0
2 NGC1333_20160115_00010_850 "2016-01-15 04:27:11.001520" 2457402.685543999 00010 64.0 0.081 0.01242 Jy/bm 0.9618911284081223 0.006362325923446226 0.004120718027861628 4.802532886089779
3 NGC1333_20160205_00017_850 "2016-02-05 06:03:38.997967" 2457423.7525346987 00017 68.0 0.037 0.0125 Jy/bm 0.9745107719056448 0.016206785466468983 0.5091903537765256 4.865010475837787
4 NGC1333_20160229_00017_850 "2016-02-29 05:06:25.004282" 2457447.7127894014 00017 62.0 0.042 0.01093 Jy/bm 0.9878985006953654 0.008283504829510761 0.30684445502356783 0.7568385104107244
5 NGC1333_20160325_00011_850 "2016-03-25 04:53:06.996460" 2457472.7035532 00011 42.0 0.057 0.01171 Jy/bm 0.9072687465437254 0.010267894713001031 0.7286147878140696 -2.0808050749555385
6 NGC1333_20160802_00031_850 "2016-08-02 15:31:11.000755" 2457603.1466551013 00031 69.0 0.094 0.01173 Jy/bm 1.0095605761140638 0.006216555923050318 -0.7202767093321012 1.7591065656180283
7 NGC1333_20160830_00048_850 "2016-08-30 11:20:37.003040" 2457630.972650498 00048 37.0 0.09 0.01289 Jy/bm 1.0083558503615426 0.010859066529782458 1.2127292690169886 -0.33868250605095795
8 NGC1333_20161119_00088_850 "2016-11-19 12:30:14.002633" 2457712.020995401 00088 50.0 0.067 0.008533 Jy/bm 1.038018530341325 0.005093604748428119 0.37201549348881047 1.900255035495979
9 NGC1333_20161126_00021_850 "2016-11-26 05:38:22.004063" 2457718.734976899 00021 37.0 0.048 0.01009 Jy/bm 1.149097319768195 0.009940973208621902 1.9833707557560425 1.6288147038156018
10 NGC1333_20170206_00029_850 "2017-02-06 07:22:00.998454" 2457790.8069560006 00029 49.0 0.124 0.01383 Jy/bm 0.9317507388748897 0.007077115467713653 1.631314371638962 3.3743280780316907
11 NGC1333_20170318_00015_850 "2017-03-18 05:21:54.996421" 2457830.7235531993 00015 44.0 0.111 0.01487 Jy/bm 0.9262502666636921 0.007883934038191322 1.7176733289634456 4.502002583728194
12 NGC1333_20170624_00019_850 "2017-06-24 15:40:51.003885" 2457929.1533681005 00019 37.0 0.085 0.01157 Jy/bm 1.0442465121592892 0.0033811231589425303 -0.8868520239101366 1.377673391641423
13 NGC1333_20170731_00057_850 "2017-07-31 14:55:20.997047" 2457966.121770799 00057 60.0 0.089 0.009457 Jy/bm 1.0600724900445462 0.008087980713034338 0.043716828119027475 3.02723309092918
14 NGC1333_20170901_00048_850 "2017-09-01 17:29:29.996166" 2457998.2288194 00048 53.0 0.078 0.008815 Jy/bm 1.0789338734560812 0.013968736928715817 1.95048020217754 2.9890612231531577
15 NGC1333_20170930_00036_850 "2017-09-30 09:40:51.997483" 2458026.9033796005 00036 41.0 0.074 0.0108 Jy/bm 1.0601020098862943 0.012432731291135828 2.2549169222565317 2.731096272542832
16 NGC1333_20171030_00022_850 "2017-10-30 14:18:03.997393" 2458057.0958795995 00022 46.0 0.105 0.01403 Jy/bm 0.9927441537142886 0.005251169865112848 -0.9037398591726244 -0.34034396513261855
17 NGC1333_20171208_00018_850 "2017-12-08 05:34:29.000781" 2458095.7322801016 00018 48.0 0.107 0.01098 Jy/bm 1.0904378965600088 0.015983730606381866 0.08419649155020482 -2.55929606628394
18 NGC1333_20180111_00027_850 "2018-01-11 09:08:03.002007" 2458129.880590301 00027 48.0 0.071 0.008598 Jy/bm 1.0563300537040954 0.009263703285098254 0.09595252751824626 1.8821702375919624
19 NGC1333_20180208_00013_850 "2018-02-08 07:03:51.002033" 2458157.7943403013 00013 51.0 0.099 0.01064 Jy/bm 1.0176454808785655 0.012976746970830972 1.5660071802457416 3.0679288291436535
20 NGC1333_20180311_00010_850 "2018-03-11 04:54:27.996383" 2458188.704490699 00010 56.0 0.1 0.01226 Jy/bm 0.8957985842269537 0.012621189069155346 3.0319961398600594 3.2882299461657625
21 NGC1333_20180707_00016_850 "2018-07-07 14:57:42.001956" 2458307.1234028004 00016 37.0 0.108 0.02211 Jy/bm 1.0161302227910471 0.020161822996431523 -6.027177579362179 4.340462232524445
22 NGC1333_20180708_00057_850 "2018-07-08 15:04:47.003553" 2458308.1283218004 00057 42.0 0.121 0.01263 Jy/bm 1.063321589147628 0.015438926712561215 -0.8233669053306478 0.7598692094777704
23 NGC1333_20180908_00011_850 "2018-09-08 10:52:21.999400" 2458369.9530324005 00011 37.0 0.094 0.01233 Jy/bm 1.088950505296007 0.020718837940033232 -0.18681058993407537 -3.446850693125736
24 NGC1333_20181022_00031_850 "2018-10-22 09:12:50.999157" 2458413.8839236014 00031 55.0 0.079 0.009472 Jy/bm 1.2131179292536811 0.02465856262767981 0.5576613708344269 0.9974863214244678
25 NGC1333_20181120_00018_850 "2018-11-20 06:45:01.002288" 2458442.7812616006 00018 48.0 0.059 0.006858 Jy/bm 1.1596980102359438 0.030796431147705697 0.5315124125330443 3.022151951779231
26 NGC1333_20181120_00021_850 "2018-11-20 07:35:32.000613" 2458442.8163425997 00021 58.0 0.056 0.006808 Jy/bm 1.1533711465733794 0.02705372310365569 1.3333470239096679 0.3950905256880516
27 NGC1333_20181221_00044_850 "2018-12-21 10:26:18.997457" 2458473.9349421 00044 51.0 0.066 0.008353 Jy/bm 1.1412382986634764 0.030754123980565103 -0.468150496265145 0.7804210055844634
28 NGC1333_20190118_00031_850 "2019-01-18 08:15:20.001662" 2458501.8439815007 00031 56.0 0.052 0.008212 Jy/bm 1.1729061839611525 0.030798423435893306 2.698689702820862 4.434609199040164
29 NGC1333_20190226_00022_850 "2019-02-26 05:55:51.997483" 2458540.7471296005 00022 52.0 0.051 0.008516 Jy/bm 1.0673269091534545 0.023632266790276243 -0.29465329521039274 0.27745007455776843
30 NGC1333_20190327_00015_850 "2019-03-27 05:16:30.996408" 2458569.719803199 00015 37.0 0.069 0.01169 Jy/bm 0.9742751684215442 0.021988353725323526 -0.7148224418440219 4.265326338538073
31 NGC1333_20190710_00009_850 "2019-07-10 15:39:33.001814" 2458675.152465299 00009 51.0 0.112 0.0103 Jy/bm 1.142680311204387 0.029384089578922072 -0.6771942600987438 1.8446808313061989
32 NGC1333_20190812_00075_850 "2019-08-12 12:52:49.998658" 2458708.0366897993 00075 43.0 0.104 0.01253 Jy/bm 0.9754898586660081 0.02539706064178951 1.232441797465259 0.08815294926229685
33 NGC1333_20190909_00065_850 "2019-09-09 16:44:02.002594" 2458736.1972454004 00065 58.0 0.066 0.008847 Jy/bm 1.127023570196798 0.026870474328115034 -0.09797681783113253 2.7008919887438765
34 NGC1333_20191009_00028_850 "2019-10-09 10:10:39.000142" 2458765.9240625016 00028 58.0 0.101 0.01078 Jy/bm 1.043910151334876 0.02228660364254943 -0.043861178829252494 0.25202007071405724
35 NGC1333_20191111_00029_850 "2019-11-11 06:58:20.003386" 2458798.7905092984 00029 43.0 0.091 0.009796 Jy/bm 1.0910787165898144 0.028322009325123562 1.1646323360446342 -2.155163732254
