# Epoch Name JD Elevation T225 RMS Steve_offset_x Steve_offset_y Cal_f Cal_f_err JCMT_Offset_x JCMT_offset_y XC_off_x XC_Off_x_err XC_off_y XC_Off_y_err BA BA_err MA MA_err AC_amp AC_amp_err AC_sig_x AC_sig_x_err AC_sig_y AC_sig_y_err AC_theta AC_theta_err 
1 IC348_20151222_00019_450 2457378.7284605987 53.0 0.063 0.144 0.0 0.0 1.0585762017877012 0.004510767342351341 0.0 0.0 0.0 1.1738525072902446 0.0 1.315174377404974 300702.08646396635 3509.058792805734 -4055.960261002878 127.5502961631413 311910.6924438526 17113.08420485643 4.678921274570545 0.44509444262543535 5.276519721956499 0.6080547008201833 3.3327555778746856 0.49446468971795765
2 IC348_20160115_00022_450 2457402.826018501 67.0 0.073 0.1348 2.658641363014307 0.9132131999490412 0.9520840368384216 0.016895953641868966 15.0 -12.0 14.9934266681189 0.07156782213596782 -11.95927707509361 0.08504942609880362 310384.47632090986 5480.970063008587 -4112.7073925030245 199.22702914192055 323737.8373025644 30213.8495289747 5.2018749282159815 1.0092505057598486 4.676721132275123 0.763061823513141 1.6817787424455435 0.9115962036116444
3 IC348_20160205_00018_450 2457423.7676156983 66.0 0.037 0.0936 2.3521606140109976 4.049147843757623 0.7357147772810139 0.01018766693681794 15.0 -7.0 14.627086269575386 0.06143044053931688 -7.219599282661989 0.07576237133067477 493075.5514749895 7797.065474451037 -4826.59073385749 283.4144625796473 494401.1277590076 45604.906013743275 6.892358739049029 2.088321532652841 5.908959884569499 1.3553663055520853 4.615005834594742 0.8702694680193934
4 IC348_20160226_00020_450 2457444.7896065004 42.0 0.054 0.1682 2.8278901815670507 3.9827849026082163 0.8412607745250945 0.048034047300287035 6.0 3.0 6.360079563612885 0.07411989071460513 2.8542322202411015 0.08876865916102267 364421.2015851903 8699.080995223432 -4427.041989946966 316.2017043822861 366867.23752905073 53274.192503630395 5.242426568225145 1.5232208294862033 5.918857021259925 2.092793873265217 0.3141987705230507 1.6172814842349463
5 IC348_20160318_00027_450 2457465.7467245013 40.0 0.049 0.1458 5.346806617099271 0.7814110806299368 0.8311707140997815 0.020968349025821287 8.0 2.0 8.032689921342524 0.16935139190486914 1.5899068701637589 0.2855113934385439 1071705.6349698782 172465.5409908836 -6671.207958785026 6268.926333095344 1157948.5823783013 979514.2363134434 5.7490729749375316 11.771466507972422 5.088931238768764 8.4738671450682 4.582776921574178 8.134710606683562
6 IC348_20160417_00009_450 2457495.6792708 35.0 0.036 0.1073 2.9824114826342885 4.2648744612091605 0.7472391932290909 0.02020237657606599 12.0 -17.0 12.496746710205173 0.15262622343592946 -17.41318575352119 0.19837237209736436 352530.46085280855 116784.41601140112 -3873.255761086932 4244.9807232850535 318080.91927463975 692001.3042596219 5.116790829029621 21.052006496075524 1420.9262513426622 198386546.49400622 3.3044964665587333 3.9299525854229027
7 IC348_20161126_00022_450 2457718.7500693984 40.0 0.049 0.09345 4.673272001758877 0.09634955897865893 1.311743686097583 0.07352746488783513 6.0 0.0 6.14751214195968 0.06656787257825417 -0.5191301225053735 0.08978664370810605 368444.89278089564 6348.075187976925 -4377.433392044184 230.7453136504085 384143.0754932649 33452.28836901112 4.781896715753885 0.7460040000768241 5.672609858370681 1.176950273476832 0.1268081724209045 0.568353669787812
8 IC348_20170209_00028_450 2457793.8217592984 48.0 0.091 0.3702 3.0589107372645903 4.018197914165 0.9412275025117909 0.05301145329220618 15.0 -7.0 15.040805411818269 0.0884864426036745 -7.111300583859418 0.10101105762259639 282748.1815528597 7399.873817150406 -3964.360946081838 268.97699597724505 298342.48781849834 47526.18637715088 5.098954286853413 1.4595794642796032 4.450096560306826 1.0836814394984249 5.295516724037888 1.455563020967979
9 IC348_20170320_00019_450 2457832.726423599 42.0 0.086 0.4231 4.3869227943236195 4.506460496000955 0.8817850234441451 0.039246071416333954 18.0 -1.0 17.83398718793768 0.10651519321825978 -1.1028652484555437 0.12176890766713615 220000.52583810565 8303.571027774153 -3335.8871271835765 301.82536358046 244648.94604615035 56835.384798028004 4.452163549875824 1.5270997698941138 3.988470045528108 1.2392338684172994 5.559254403226381 2.304735509214278
10 IC348_20170624_00025_450 2457929.2097106017 51.0 0.094 0.428 3.7663438047542193 2.766725794378999 0.8048439719335507 0.04282806732234722 14.0 -18.0 14.154287688013142 0.1057874922344602 -18.27437887629526 0.13435299682185955 328068.09441697143 21304.30619465767 -4586.083989322046 774.3873022055928 384246.971098576 148704.91206936695 3.6242580053516034 1.7772076098517038 4.270662305160458 2.5528021592074324 3.431956180366683 2.0876169792666768
11 IC348_20170801_00044_450 2457967.1258565 58.0 0.089 0.2674 2.928025636822698 1.0892043836207677 0.8873727289742066 0.016724557304037158 21.0 -4.0 21.153603797854373 0.12831582478599848 -4.008886473434586 0.16258865824354649 382007.3814917901 27336.887088603457 -5146.241491343614 993.664745637779 432908.0783005832 192443.87019945166 4.3792499576842525 2.974604252849372 4.206515012514566 2.725572161024621 5.8363283459422135 11.442536641393541
12 IC348_20170902_00071_450 2457999.314675901 30.0 0.043 0.1045 2.3926220475973694 3.215442455851303 1.4026755315822532 0.02499002532799166 5.0 3.0 4.9603403389369305 0.05753839626748097 2.8368346695846185 0.0723950775160541 309743.4479892552 5404.923404310625 -4564.748341696354 196.46281879780432 328817.0561321497 30514.35702927321 4.913959213085827 0.8681131780509255 4.295292174600879 0.6179882875917099 4.545025818397411 0.6762411282370635
13 IC348_20170930_00038_450 2458026.926458299 46.0 0.076 0.2292 4.435999564004682 0.8577189231169768 1.0728386758349284 0.012544280247085203 13.0 -8.0 12.836568779163485 0.09462321290665106 -7.773262377128788 0.10393364957547112 265030.8060436146 9095.213825321645 -3841.8730204377175 330.60067718610486 286852.86607254663 60813.577756294326 4.266438591430778 1.344448306052383 4.694950946589858 1.6685400860247859 0.42852881877871446 2.390163430600175
14 IC348_20171208_00025_450 2458095.777453698 59.0 0.102 0.3641 1.1509940989658265 0.7427495428891007 0.8537377909352153 0.0010215026947567594 12.0 -17.0 12.211903992212285 0.07019117559004714 -17.226623298112827 0.09142463536864966 307204.19621920935 6074.569210126043 -4482.792766508901 220.80368055888604 319641.4145796355 37221.0788812047 4.373067899031935 0.7932698283589604 5.213944768372484 1.2249790735768877 0.3022229816424856 0.7235100814808624
15 IC348_20180111_00013_450 2458129.704432901 65.0 0.1 0.2385 4.613792180107802 0.8163106896702743 1.0578254612880789 0.0942702391528975 12.0 -16.0 11.85777078627251 0.07298267815938149 -15.944903798233554 0.0794655573781371 293627.724706667 6141.6626675209845 -4098.468675797995 223.24245407633106 305424.84592715825 38362.1865124574 4.772731980815179 0.9803685292353335 4.888586087818976 1.0319448983141277 0.6864613761586327 6.819047535992856
16 IC348_20180209_00013_450 2458158.7866897993 57.0 0.094 0.2008 2.2299690170435684 0.5103311627962626 1.166555839205249 0.0499997930228182 10.0 2.0 10.008120591846875 0.06417906533230605 1.8626787445086848 0.07828271956698796 290043.7949533151 3118.8396421284915 -4101.7005062071885 113.36627512330242 300548.6313171027 15028.585439541013 4.5808265727223745 0.3899645469267874 5.194786747919056 0.5431453617591779 6.2546914616040095 0.40154756071345077
