# Epoch Name JD Elevation T225 RMS Steve_offset_x Steve_offset_y Cal_f Cal_f_err JCMT_Offset_x JCMT_offset_y XC_off_x XC_Off_x_err XC_off_y XC_Off_y_err BA BA_err MA MA_err AC_amp AC_amp_err AC_sig_x AC_sig_x_err AC_sig_y AC_sig_y_err AC_theta AC_theta_err 
1 NGC1333_20151222_00018_450 2457378.7054744996 52.0 0.062 0.1509 0.0 0.0 0.9033436206436553 0.019262695080888594 0.0 0.0 0.0 0.9229879054181209 0.0 1.0064208887548556 1435377.3794111698 26911.70442491595 -23644.206881958926 978.2098454663223 1546032.8950742222 148632.75045363663 4.509399499631369 0.6964856991281233 4.010102108535115 0.5367408050679631 1.9641596134628045 0.8192705844411121
2 NGC1333_20160115_00010_450 2457402.685543999 64.0 0.081 0.2373 0.004120718027861628 4.802532886089779 0.7693871020068906 0.029916683097768064 -2.0 -2.0 -1.8731390061408888 0.1134346371225202 -2.1501305754821374 0.13517950248540223 1719800.6030603298 42182.28112246054 -26837.426277862305 1533.2779545850879 1854504.1701942463 252985.0683636834 4.747956577293589 1.1838173706139046 4.006027753678788 0.777496276112811 4.570337760329268 0.740229788439245
3 NGC1333_20160205_00017_450 2457423.7525346987 70.0 0.037 0.09699 0.5091903537765256 4.865010475837787 0.7170719450047804 0.07090727642876951 -14.0 7.0 -13.987134124236547 0.09626131343587582 7.240935886447346 0.11387280653553926 1881243.4719507354 13409.528030857515 -22208.917763941652 487.42109869001314 1896614.008810114 59652.23963115508 6.0587189542484925 0.5060100226784827 5.317961940960642 0.3534741416611226 4.659858924640522 0.29387671434447427
4 NGC1333_20160229_00017_450 2457447.7127894014 61.0 0.042 0.09659 0.30684445502356783 0.7568385104107244 0.7734098699721413 0.04015145141350923 -12.0 7.0 -11.940905762835484 0.11926509215393478 7.29359699456711 0.12873342339593655 1538206.2818439591 9981.720690445009 -18905.688436432465 362.8241999366464 1550009.9570311457 53312.62580571565 5.4861855718107995 0.42217108556381716 5.62540150550093 0.45215690791340546 6.233346422898201 1.6256415841956182
5 NGC1333_20160325_00011_450 2457472.7035532 43.0 0.057 0.2264 0.7286147878140696 -2.0808050749555385 0.6514472831397907 0.022447193082540305 -7.0 17.0 -7.0555175794383445 0.10902604389881533 17.14687311652773 0.12453852986070957 1704235.6647516051 32745.45665325362 -20271.821014899626 1190.2601056015737 1742034.3650166432 195049.099127564 5.715405942355077 1.488109756767675 5.221089489598245 1.173036002108522 4.43738558844074 1.5879437754948744
6 NGC1333_20160802_00031_450 2457603.1466551013 69.0 0.093 0.265 -0.7202767093321012 1.7591065656180283 1.0089328384490497 0.04499076030044511 7.0 -2.0 7.117116779967716 0.10364265607191901 -2.1095163880899577 0.12169885683029177 1179639.7442125874 50558.064949000756 -20226.432420970672 1837.7281766760195 1358572.5493715634 336335.8574559697 4.1069742466574 1.5229606197368815 3.500413593942571 1.0689734692269686 4.499211233928345 1.2946872954851925
7 NGC1333_20160830_00048_450 2457630.972650498 37.0 0.09 0.5396 1.2127292690169886 -0.33868250605095795 0.897421133865758 0.005888161012665122 -1.0 -1.0 -0.8223621150594909 0.14801573530686943 -1.0688320429446776 0.1571900980859324 1265385.9145291338 265118.7322100261 -16707.936933794626 9636.764407699264 1576850.6515579622 1895370.890855189 3.4178216544426 4.8404231414609935 4.1146954676083825 6.638731363618714 2.4352630234225927 6.161474753192271
8 NGC1333_20161119_00088_450 2457712.020995401 52.0 0.068 0.1549 0.37201549348881047 1.900255035495979 0.8836688987404252 0.007609621943224966 -7.0 14.0 -7.153635908325953 0.11042242329459964 13.965559410544131 0.1296426174714302 1499234.920532437 20397.645547781158 -25560.66380212073 741.4312200341745 1609382.5179120654 85549.78120883206 3.8944513305460675 0.2860662193597149 4.569645603318399 0.42312221744524103 0.10130380413832044 0.2940792748653804
9 NGC1333_20161126_00021_450 2457718.734976899 38.0 0.048 0.1013 1.9833707557560425 1.6288147038156018 1.247346431256402 0.02202934896254534 0.0 -3.0 -0.14488137789157918 0.1042142473613831 -3.422405074078881 0.11718453174121791 1138652.7995057183 14676.326124766525 -20215.700239408274 533.4677630493778 1243898.4408364263 56447.29244178943 4.1208315768844646 0.2827657590769516 3.9085834636320302 0.24925991096282582 4.633003557267283 0.7248241434729406
10 NGC1333_20170731_00057_450 2457966.121770799 59.0 0.089 0.2504 0.043716828119027475 3.02723309092918 0.8590762562626474 0.024799426036767797 0.0 1.0 -0.20025189354731765 0.1027996108011556 0.5433974957920782 0.12371627947199136 1514047.0660239179 47868.243803501966 -26932.875865424663 1739.9562104744957 1680073.386089397 301314.97765203787 3.575093787682378 0.8067994542061014 4.332305528956481 1.261868934845403 6.147853830578298 0.7858698318206556
