# Epoch Name JD Elevation T225 RMS Steve_offset_x Steve_offset_y Cal_f Cal_f_err JCMT_Offset_x JCMT_offset_y XC_off_x XC_Off_x_err XC_off_y XC_Off_y_err BA BA_err MA MA_err AC_amp AC_amp_err AC_sig_x AC_sig_x_err AC_sig_y AC_sig_y_err AC_theta AC_theta_err 
1 SERPENS_MAIN_20160223_00050_450 2457442.166574098 48.0 0.05 0.1232 0.8290726594239165 0.6277716107075393 0.9473232180728325 0.03436501050947586 0.0 0.0 0.0 0.8112471505209409 0.0 0.9601978896140776 1236844.3327276437 15390.465450497008 -17550.5154532688 559.4259163020167 1285449.2081297867 61111.75047095543 4.346953394855491 0.31399047812112013 5.438800348157865 0.5339101110466489 3.569442264477648 0.2534402763006413
2 SERPENS_MAIN_20160317_00051_450 2457465.1380439997 57.0 0.04 0.1103 -1.8283114356948285 1.0244901497816095 0.7012825050657243 0.03416098358948589 1.0 6.0 1.2402100580507636 0.07315759683118785 5.567742351686036 0.08811762031071144 1372693.452500593 15664.559416706963 -15588.53825854579 569.3889220492558 1386157.432803583 54396.18778065435 5.0205303677103705 0.35283183839026766 6.794326618182818 0.7339166374219679 3.754769364710498 0.21896126282028275
3 SERPENS_MAIN_20160415_00046_450 2457494.0362153016 52.0 0.04 0.07446 0.6881463501211558 1.186929790692804 1.1275934786803579 0.013160354448401749 0.0 0.0 -0.09087096446307896 0.07196546665923771 -0.34245432591905 0.08264860062886521 987596.2021861303 9486.270924517707 -14670.854276494665 344.81515688029396 1041057.7880815277 36229.63105238581 4.530651288278666 0.25075897921321444 4.663403277047698 0.2676904443887294 0.4590647838930577 1.3633355976806791
4 SERPENS_MAIN_20160722_00023_450 2457591.9213426 62.0 0.096 0.3481 0.8765548024598708 0.013147137775781914 0.8649669092191322 0.05197591242831762 -9.0 21.0 -9.503627950174575 0.07718159377895623 20.129103582317725 0.09835747259099276 1366870.5558739167 95939.9421176033 -19629.09306144782 3487.3078035419626 1380273.627128878 621409.1324781519 5.8038446602644544 6.490167626665119 4.53857033547196 3.382231309290817 1.4375784626804196 2.0097369486110055
5 SERPENS_MAIN_20160827_00012_450 2457627.7081480995 63.0 0.087 0.2764 0.2698288312022604 0.943130803429959 0.808472834727452 0.03354820744069732 1.0 10.0 0.7828215546156798 0.07725533397599188 9.63623196598411 0.0954213396660707 1401018.4985095966 45147.3716283868 -21886.120333068677 1641.0556194768649 1493079.5728434736 304000.04184502433 4.150875478159983 1.2554715467658417 4.726282302285152 1.7313856016702274 3.319273962426678 1.4859464085502747
6 SERPENS_MAIN_20160929_00012_450 2457660.7166781984 64.0 0.095 0.3695 0.08273847222418224 2.1596232682284278 0.8205303866514974 0.06332598591312386 -7.0 19.0 -6.835556542258928 0.07774859278956409 18.550478741807524 0.09334164051893405 1193745.1201958533 89439.20890177177 -18624.333533228597 3251.0135506089796 1271652.7689677277 619541.4698937 4.496082514884077 3.71071130266848 4.228292197706014 3.180531173329139 4.700785652982526 7.1478841035338245
7 SERPENS_MAIN_20170320_00056_450 2457833.0768286996 43.0 0.066 0.2385 -0.39570036862533875 3.4748776448866225 0.815709669679663 0.025723348685444066 -3.0 0.0 -2.882556564397248 0.057613118437289605 -0.5825161757922501 0.07864441781561954 1682860.2826227872 30322.95736265288 -26459.710482215556 1102.205014216547 1785326.8519894907 146918.5928797049 5.160585919396147 0.8573772243450227 3.917767072143951 0.4400422879068367 1.8395433013319 0.2990377283557156
8 SERPENS_MAIN_20170403_00053_450 2457847.0582176 46.0 0.063 0.166 1.2146489072219546 4.994292155764371 0.8435178582513385 0.03095131146806872 1.0 -2.0 1.2422282150294564 0.06580774041644036 -1.951242331286437 0.08186961181247217 1585716.9427637937 19192.62077154095 -22390.702397636072 697.6299341252288 1645050.228224305 73032.11077057233 4.367646887585083 0.297937544436251 5.491685159994248 0.5188359738415416 3.525224836324639 0.2284295583901489
9 SERPENS_MAIN_20170417_00044_450 2457861.0236110985 50.0 0.057 0.1042 -2.130811420014994 0.05495032315319115 1.0006315119249924 0.023915827049524382 0.0 2.0 0.09921629752113859 0.06374937470563435 1.6947696302833037 0.07767157115325175 1246119.5063909248 14216.683566659782 -18881.744100414242 516.7602749956222 1310111.412658644 43496.73561777151 5.0934968583805 0.31368693341267967 4.175402722871122 0.20007074291302812 2.0323824643361794 0.18945965324321923
10 SERPENS_MAIN_20170505_00035_450 2457878.9396180995 39.0 0.046 0.0733 -1.7131545320789807 -1.7057516455845942 1.251224239233213 0.0182478917773497 -5.0 2.0 -5.3589817289587245 0.0759848178426716 1.711737095921933 0.08718137877718024 1070550.8217352517 10169.416956520048 -16726.933100344067 369.6467422150133 1130747.6579370422 36273.79469150855 4.581028195469542 0.24272131324300608 4.386706048657981 0.21931998115810655 1.928013011228174 0.772576221659463
