# Epoch Name JD Elevation T225 RMS Steve_offset_x Steve_offset_y Cal_f Cal_f_err JCMT_Offset_x JCMT_offset_y XC_off_x XC_Off_x_err XC_off_y XC_Off_y_err BA BA_err MA MA_err AC_amp AC_amp_err AC_sig_x AC_sig_x_err AC_sig_y AC_sig_y_err AC_theta AC_theta_err 
1 OPH_CORE_20160115_00084_450 2457403.324884299 44.0 0.067 0.2571 0.0 0.0 0.8217496029124844 0.0054866625011232295 0.0 0.0 0.0 0.5222435841912164 0.0 0.5224694313195727 1530409.2646717126 35516.96419838122 -13789.30776073081 1291.0012552907904 1532783.0302663872 189231.79619425343 8.672541537818905 5.366610832696099 5.579860876187386 1.5363537113628507 4.6051280521732565 0.45988915415215775
2 OPH_CORE_20160205_00063_450 2457424.1739583015 40.0 0.038 0.08033 -6.722616361333493 -1.874516498835074 1.1204528045819941 0.07018397198188919 3.0 -7.0 2.6976885598114677 0.04976963955361549 -6.708697243365407 0.09912873372675143 1161331.4092837106 13936.84407732774 -11415.446316897109 506.58842875442997 1154087.0449910224 37408.917091250514 5.435124730787662 0.37816707958015067 8.358027654462262 1.2804721773402845 6.2684881202137355 0.11547761963362593
3 OPH_CORE_20160226_00051_450 2457445.094097201 36.0 0.045 0.09405 -4.744044537815157 1.368873317310048 1.1621460713147977 0.08284078835578734 6.0 -11.0 5.947809117761892 0.05265856414973826 -11.079509816899474 0.1252352322599456 1307631.098786282 18089.59421296561 -13019.336626719836 657.5361781296194 1309104.633088106 37571.49642053999 5.174663101212658 0.2938556624035286 8.464079886150651 1.1757612930151848 6.207629373100216 0.08776745792635486
4 OPH_CORE_20160319_00065_450 2457467.1138889007 45.0 0.044 0.1229 -3.531925411722992 0.1637619455511764 0.892672743730921 0.08615078124406776 3.0 -3.0 2.8930643176345257 0.05516064125824694 -2.397477886837237 0.11596501876152573 1545307.4325405383 21483.72333961801 -14458.267530163981 780.9089184173478 1536073.2313423916 74338.34634600807 5.524596519634169 0.5874549165478878 8.794416699379541 2.2025787899793072 6.218764255904679 0.16884504967092487
5 OPH_CORE_20160417_00043_450 2457495.9824537 41.0 0.038 0.09869 -3.129903272589739 -0.39344912401162446 0.8700621575259067 0.06036959726143059 5.0 -7.0 4.977489423438556 0.051380445422637956 -6.560846805058759 0.10457948453275745 1755258.4312627902 18550.493674623227 -16404.374482593288 674.2893527707757 1735229.301028612 53061.921213601454 5.777541404003288 0.4195647764764207 8.46522693980675 1.246571070692935 3.131737418261235 0.12992879199756824
6 OPH_CORE_20160521_00034_450 2457529.8544676006 35.0 0.075 0.5479 -2.4185664580099715 -0.08006748110176432 0.8050380285762491 0.012524144711150376 5.0 -11.0 5.314520582121418 0.15959469228855658 -10.80227135813277 0.3472198502778345 1456822.058710558 302350.37860335864 2076.7183108993677 10990.09233004532 1997748.9114740524 1953553.1029739797 4.650929410467326 7.968556253321367 3.8110911227013413 4.97603773561327 4.94381372256089 4.523682177947952
7 OPH_CORE_20170320_00053_450 2457833.0468171015 39.0 0.063 0.2079 -2.9770971130846218 1.6797125316123678 0.9135044531777301 0.030808043576541985 7.0 -9.0 6.769931395688275 0.07024466672723233 -8.434304187971861 0.15223469848590718 1495143.6058204928 24599.57717025751 -15259.749006935504 894.1666525175378 1493361.6700134235 100312.548928556 8.103448385542498 2.438087450807677 5.212112214573054 0.7032148917283481 4.731975634221174 0.2213091922436439
8 OPH_CORE_20170518_00028_450 2457891.8655903004 35.0 0.039 0.09078 -3.8225109885689537 1.3033331469088694 1.0058812536295447 0.13147819994790838 3.0 -11.0 2.8726430373584435 0.04301221022423911 -10.69636318832272 0.08739872468544661 1578524.4056426052 17338.750229965735 -14761.141348795289 630.2438494385775 1569371.1843001153 35431.11842039597 8.501247417950397 0.9339916729006578 5.6025748762282515 0.28524789706275183 4.70853690704555 0.08598954715319648
9 OPH_CORE_20170812_00017_450 2457977.748576399 43.0 0.1 0.5421 -3.6455091100792103 -0.6296537038643635 1.0755175942506692 0.04374415845576307 -3.0 1.0 -3.303418738646826 0.1572238038833021 1.4126705952305656 0.33926853407530266 1694970.160627365 119621.9110605657 -17826.854163890886 4348.1204021930935 1783617.352928997 763241.0862360271 4.834897327366529 3.741823093295609 6.575913906728299 8.696304506767492 0.038266401521035456 1.6748798530962872
10 OPH_CORE_20180116_00077_450 2458135.281169001 45.0 0.041 0.07142 -2.6883710181484437 0.14718883923490825 1.0011695368049602 0.01897727134817334 5.0 -3.0 5.140685370499568 0.03663403439314217 -3.163474788308463 0.07428695978377896 1823228.7755750916 21735.10522425816 -18060.723094887868 790.0463668913488 1815002.8972592184 42153.18730469741 8.39151601171977 0.9250193319760259 5.371352845770042 0.2621867955750049 1.4921493381585904 0.08024395147942513
