# Epoch Name JD Elevation T225 RMS Steve_offset_x Steve_offset_y Cal_f Cal_f_err JCMT_Offset_x JCMT_offset_y XC_off_x XC_Off_x_err XC_off_y XC_Off_y_err BA BA_err MA MA_err AC_amp AC_amp_err AC_sig_x AC_sig_x_err AC_sig_y AC_sig_y_err AC_theta AC_theta_err 
1 NGC2024_20160116_00022_450 2457403.8056133986 64.0 0.057 0.1022 2.3279916608003663 -4.863322689131263 0.8521322994812506 0.03797673731487932 0.0 0.0 0.0 0.16925919653304003 0.0 0.33658668800650227 9513645.280806378 138826.19444475966 -83433.44928598733 5046.174254916067 9404368.733815819 171290.43239943832 11.265419232519895 1.558274692091824 5.4713011175976165 0.20878428269283242 1.2146494774511805 0.05764336683081527
2 NGC2024_20160206_00013_450 2457424.704884298 52.0 0.043 0.0864 0.6799352104725087 -4.468090371197153 1.0465778012748361 0.05746138640990715 -6.0 -9.0 -5.719321888359616 0.06323896929846756 -7.950874744105818 0.12041221268388154 5898123.729165079 93132.89324283987 -62515.84856845011 3385.274782461031 5918269.3741747625 135048.38485516873 4.85067949023264 0.19382790618354317 8.777707895628552 0.9345701413154448 5.87557310068331 0.06842861109314378
3 NGC2024_20160229_00022_450 2457447.7382407 68.0 0.043 0.0747 -0.010667883098663834 -2.5978561092575525 1.067239872025756 0.03660003505963641 -17.0 6.0 -16.84599962084536 0.07043977822797044 7.053710648667902 0.1458408379537925 6428308.2297534365 117947.3487916615 -62644.699286953204 4287.2519677649225 6420193.421729881 140292.87591920077 4.875058751666488 0.18789873035528518 11.294567321296974 1.87137803904006 5.907264695763864 0.05397222905263092
4 NGC2024_20160325_00021_450 2457472.782083299 40.0 0.057 0.2028 4.894762218040409 -3.794386857168686 0.8996994533752936 0.02197816577625328 -12.0 8.0 -11.61095217073239 0.06951047635836104 9.118851900521975 0.13724212529541666 7236567.199522128 111768.16493098698 -74440.84736417158 4062.6456728767407 7211031.569050759 217713.1598116919 5.0149573545926565 0.2794867042336562 9.095889297542108 1.4110530841075641 2.802482998447042 0.09099248674362401
5 NGC2024_20160329_00010_450 2457476.674467601 66.0 0.052 0.09957 1.5555881070196884 -2.8644789812287907 0.7457779956671068 0.009659954285297135 -11.0 7.0 -11.079403001442756 0.06768355302202493 7.954450401670499 0.13522508526138885 6848768.536272107 109941.07882318788 -68502.98983031149 3996.233179608792 6812658.283549872 138272.06650443113 9.935518145283183 1.2064353177673635 5.026714991974464 0.18834267891116468 1.2058352170368494 0.05794741158903753
6 NGC2024_20160427_00012_450 2457505.693888899 41.0 0.053 0.2522 3.08295928127772 -3.808225813645816 0.5902146429298805 0.027733863393714985 -12.0 8.0 -11.729723715881107 0.030308413422301585 8.676981545447973 0.06284588302019758 11038486.64282872 157788.2381572849 -83435.73307235973 5735.423015479613 10840932.669002566 320718.5144685707 13.39000759868287 4.0864793575239045 5.979218248737274 0.4231328442743025 1.167524203044695 0.1071252042916916
7 NGC2024_20160826_00029_450 2457627.2134028003 67.0 0.092 0.2432 1.8435510478663368 -5.039556788890646 1.0591514872413257 0.014361412024169028 -6.0 3.0 -5.533498548591069 0.05485388129667059 4.162093440989452 0.10267604985818707 6236083.61662245 116966.59384739198 -72104.43460528439 4251.602700993602 6317989.143778133 244995.84626149555 4.4738211215970125 0.2727938307743109 8.397337943668846 1.3965443169536385 2.7240061776488935 0.09959841734746328
8 NGC2024_20161119_00099_450 2457712.1103472 45.0 0.066 0.1759 2.620444599441902 -2.751990828568756 0.9490833910183809 0.021323847763023897 -13.0 9.0 -12.912356448469495 0.06457631978568598 9.668059736092687 0.12921674488608764 7171078.3748604655 139094.42149711956 -82716.67095093054 5055.924036148646 7230597.64143522 176426.81787035818 9.058164347849265 1.094815700248237 4.443233594826115 0.1689787589331893 1.1652866978242091 0.057484542199993945
9 NGC2024_20161126_00053_450 2457718.9750694 68.0 0.062 0.09418 0.755937592521003 -0.7091294370401039 1.0708830918075813 0.03101379419821996 -14.0 2.0 -13.876697141685781 0.0727715607404873 3.208629699723815 0.1487635820260756 6518272.813546809 114996.3914895062 -64797.214294210055 4179.988067390427 6496620.654459309 138249.23667257038 4.906269959479315 0.18576011482064342 10.786162488242919 1.5851880777171912 5.895326026531882 0.05514512535479793
10 NGC2024_20170423_00011_450 2457866.6883448996 43.0 0.076 0.44 2.2485462934025886 -3.8566671563302264 0.5445415018659323 0.02311634585800138 -12.0 9.0 -11.928859831491764 0.07335443363115389 9.828108703384942 0.13970357849724704 7400281.874836394 139004.27977138682 -84110.67515428753 5052.647497860202 7461893.840094938 535787.7815600059 7.824513292948695 2.134471186420198 4.70611901273152 0.5683179688119327 1.164832347969881 0.22583484280620486
11 NGC2024_20170901_00051_450 2457998.2668865994 60.0 0.079 0.1271 2.808927212868876 -2.891495031343272 1.2121641980300644 0.02737767455790516 -12.0 6.0 -11.746978720036225 0.0737718994512901 7.409714020314425 0.14940017746689793 6174221.281661154 119636.02313273618 -74066.37332579309 4348.6333713676495 6250609.2947359765 152297.10048952544 8.528499072913279 0.9241652239797816 4.352451379737488 0.16113910198387077 4.3102690221423465 0.05727661874031577
12 NGC2024_20170929_00010_450 2458026.0900463015 62.0 0.086 0.1538 -0.8576719880686051 -6.402804262299133 1.232600017828425 0.02509719742445016 -5.0 -1.0 -4.725439136734167 0.06254406772743516 0.5822428896293559 0.11678862877102908 4965835.337762207 97435.97021058032 -68478.90776573775 3541.686714381405 5132465.624518981 150673.1110220179 3.988886547632544 0.16094694040249125 6.965648117156195 0.6246040089420363 2.700371720182905 0.06955707486371034
13 NGC2024_20171107_00037_450 2458064.9747569 59.0 0.082 0.1985 1.9102550508600775 -0.5001658439542478 0.903350168659672 0.02036970478531648 -5.0 -5.0 -4.607705641169218 0.06166108593401466 -3.2505225482691458 0.11330548485980692 7139766.064310603 112674.90296064275 -85826.1260544021 4095.6045612363705 7210209.893929557 182363.35256988514 7.586286728097777 0.6870137379225046 4.569621605873658 0.18685597986624583 4.295524056758445 0.07671257948881043
14 NGC2024_20171208_00038_450 2458095.885451399 60.0 0.092 0.2534 1.4834287491116394 -4.838185513027771 0.8125074474706843 0.015614380236489934 -5.0 -3.0 -4.629200359289314 0.051770601682053045 -1.3508492702965782 0.09615990532737105 7261503.5125980135 107806.70110669309 -82490.75456941024 3918.6510106318856 7276603.495468583 210734.64420893433 7.944838053574124 0.9000878188916367 4.817002508696554 0.2422725162172175 1.1706569712610868 0.0950693763617439
15 NGC2024_20181203_00052_450 2458455.9181366004 62.0 0.084 0.08893 1.1864649108480692 -3.2970608622386655 1.8196492918484068 0.023515225012472097 -6.0 -2.0 -5.877704569971286 0.05778162643993915 -0.4560348490676347 0.11371958326306408 5966297.521347537 108097.72417541209 -68993.2936301199 3929.2293221823866 6017959.238961075 138768.23719046885 4.5074348436295795 0.16501663180605652 8.626706395267837 0.898596866934367 5.87197232578294 0.058649188653610435
16 NGC2024_20190102_00035_450 2458485.927199099 61.0 0.099 0.157 3.461006985269789 -3.6209657122642906 1.7026744732574404 0.04763374929825814 -11.0 8.0 -10.683092768594918 0.06182885238637625 9.407533593891458 0.12465748284000185 6407177.06076261 137044.003376355 -79803.7207375664 4981.393667725217 6524497.206456684 159051.2735056034 4.151932143421175 0.1453594755639745 8.60278911099939 0.933873087294616 2.7116808142464546 0.05190625137885676
17 NGC2024_20190205_00029_450 2458519.8046758994 67.0 0.053 0.06572 1.6706268421541062 -2.447666243565627 1.1297261903607385 0.032740938798759694 -15.0 6.0 -14.703076171511782 0.07036194418506972 7.3938303359292945 0.13934582290667952 5961897.137447319 106390.51040278524 -64567.09961137037 3867.174058356135 5993189.490452271 143920.77831511968 9.25959005513331 1.1380333078289466 4.671729194834754 0.18652248392123538 1.1517489525670603 0.06303128674822885
