# Epoch JD Elevation T225 RMS Cal_f  Cal_f_err B_5 B_Err_5 m_B_5 B_10 B_Err_10 m_B_10 B_15 B_Err_15 m_B_15 
21.0 2458008.794652801 55.0 0.102 0.01022 1.0974089099325037 0.014955732331405049 1.018587674755728 0.002943340242586009 -0.015323643314563443 0.9835899549703153 0.0026674539585940134 -0.006815703045169327 0.9516754726452956 0.0019207444491691763 -0.0015381564522372927
22.0 2458022.783842601 50.0 0.066 0.009253 1.0863427403918557 0.006375772536623708 1.0008715420209984 0.003721450058811009 -0.015673669432907815 0.9726735485187954 0.002864624646559459 -0.00885689284715276 0.9362898401711857 0.002059278625315484 -0.0029172365105571978
23.0 2458044.697268501 58.0 0.099 0.01105 1.0072178152470819 0.01635217623962752 1.041754752138744 0.003470349240262642 -0.008246765092406337 1.0183678976899277 0.002213186947171039 -0.0021867056874507926 1.0091350139480058 0.0015217023388671876 -0.0006931719253323937
24.0 2458065.703692101 36.0 0.081 0.01241 0.9239727185281958 0.018023758351687805 1.118621575266018 0.002016872763891504 -0.013226971768937779 1.093036400531846 0.0019629219758522725 -0.00793953962438372 1.0577438959138699 0.0016965941400487066 -0.0027670800354055304
25.0 2458188.114965301 46.0 0.092 0.01085 0.9945159072821935 0.004367186076046343 1.122185075271785 0.0020216046101199244 -0.011964665082458347 1.1025309120940356 0.0017776718114031903 -0.007704776211629172 1.0783886213291578 0.001710791849654499 -0.0042757655536184045
26.0 2458208.083495401 53.0 0.078 0.009778 1.0370948694561686 0.00970476136539694 1.0832304475058434 0.006458354362612254 -0.017581140163182768 1.0512062722199218 0.0035500852554513278 -0.010472859536596116 1.0068335792160203 0.0025553066054554694 -0.003851345081001882
27.0 2458234.1558911987 63.0 0.064 0.008969 1.1402509528415707 0.011613313119822392 1.122091375916753 0.004570073401049323 0.008053275482849015 1.1510331510566514 0.002887666147614819 0.001109392233490518 1.1623608738191213 0.001671988639464196 -0.000535688753160432
28.0 2458283.877280101 54.0 0.093 0.009702 1.031902197038378 0.014594653976374456 1.068325794068951 0.0018100911773314817 -0.004566824823698574 1.0549385414036285 0.0013699585871313382 -0.0007207069608784975 1.0601845597179353 0.0009955874351644453 -0.0015516205730197242
29.0 2458307.7979050986 49.0 0.1 0.01107 0.9992424656803479 0.012254872492221304 1.0723668052530864 0.006200341296019089 -0.013247353929330668 1.0456142791532685 0.0035577092467285573 -0.007206995406309131 1.008604895018112 0.0024859492263065637 -0.0015216231257591142
30.0 2458371.807847202 56.0 0.084 0.009402 1.0208690291111107 0.005719324308346787 1.0477843508354556 0.003633118976168171 -0.0063150853833165215 1.0212771810292234 0.0024705468988253172 0.0008654658131407855 1.0191815816789407 0.0015777088314175062 0.0012672743013329522
31.0 2458378.7663541995 61.0 0.093 0.009358 1.0461095872620656 0.00455854726172142 1.0539188356836753 0.0027765703608767334 0.004954487908729763 1.054062750703484 0.0013893198294461662 0.005596331869990303 1.0805184296832713 0.0018210078405191728 0.0015593133603405518
32.0 2458393.7101273015 66.0 0.088 0.009415 1.0544453680955925 0.008932261230097346 1.1512959348395408 0.004139340998660882 0.008747107441276287 1.1710916231597115 0.002694057872598063 0.0046270759469683 1.2035054962492318 0.002467695889753774 0.00014595271981213842
33.0 2458414.7415394 40.0 0.099 0.01219 0.986770971710552 0.007380806267527172 1.0834044201014794 0.0009257157885612709 -0.0032431520012585636 1.0816432645449192 0.0010976682166634953 -0.002992514994444739 1.0722410573091832 0.0010749742325191498 -0.0015886934702946719
34.0 2458424.713460598 42.0 0.108 0.01438 0.9169204225858513 0.011503840419328863 1.0719068030003853 0.0014512254988619825 -0.009528207452541312 1.055579081760382 0.001408854917713904 -0.005916210572090529 1.029583814767806 0.001348766275580941 -0.001965207442357042
35.0 2458520.173564799 34.0 0.062 0.009652 1.1111717627397073 0.006946143170971714 1.0726193204832055 0.0032116513525739165 -0.004512894834919879 1.0673583125402903 0.001961197691854122 -0.003485302313670829 1.0536967510367063 0.001234239683498071 -0.001388857576393345
36.0 2458531.1505903006 37.0 0.034 0.00898 1.1114075843501063 0.005981110781412121 1.0679202112231203 0.0015527199372424997 -0.004586506301037333 1.0567495020319648 0.0011679900980924444 -0.002176276334026642 1.0451776783022497 0.0012864313088459683 -0.0003484379523759715
37.0 2458541.1382060014 42.0 0.08 0.01073 1.0462934034452902 0.008420562664253999 1.0559390196914764 0.0024240947285049975 -0.005615009867109251 1.0447256150467983 0.001309247045269851 -0.0031817958028073786 1.0273682934122637 0.0009194755206673179 -0.0004920060232577879
38.0 2458553.140810199 54.0 0.111 0.01286 0.9700442616863494 0.011825288735824216 1.0625158587772552 0.0019070618136132389 -0.006642592312072277 1.0527238952114881 0.001309538793621362 -0.004578152757581389 1.0363581182463035 0.0010285502015868176 -0.00208975015527626
39.0 2458560.1232986003 52.0 0.049 0.01033 1.129373085089556 0.008764233816703921 1.0523234631992202 0.002511482097083496 -0.007485793281950405 1.0475325494301457 0.0017545352233739177 -0.0066144431053240145 1.0267397242220637 0.0014501267199483916 -0.0035102102336368696
40.0 2458568.1048148014 55.0 0.086 0.008588 1.1044698849938377 0.00711842335001588 1.0528567244341545 0.0027893956830554395 -0.010124192788842743 1.0291140623319235 0.0021590932655048533 -0.004598507441655934 1.0038219146507723 0.0016333548338673392 -0.000611944661673898
41.0 2458582.010775499 37.0 0.069 0.01128 1.1000883162362354 0.010978553254253036 1.0641850656038778 0.0024205354147121944 -0.012569073037205019 1.0398842476573134 0.0017215189001661135 -0.006949035214451899 1.0156141071938678 0.0012718492807250697 -0.003224828053205789
42.0 2458596.0287846997 54.0 0.117 0.0114 1.0349403955064287 0.007312202485764966 1.0908706364856888 0.004704264538315761 -0.002794016360332294 1.0891100479663003 0.002364952305957528 -0.0023996353192195625 1.084122578416114 0.001408091903716412 -0.001666572506599711
43.0 2458611.019340299 64.0 0.087 0.008613 1.1589284987064195 0.0071548865294905365 1.0380308136477474 0.005041367770932115 -0.012637809130034584 1.0056788443340072 0.0031330474219880954 -0.004706185341184845 0.9767222853011839 0.0020763582897583323 -1.4260849003308844e-06
44.0 2458627.9420948997 56.0 0.112 0.01091 1.0596261317463713 0.006535648355377495 1.070126045374881 0.003361817229763036 -0.015303277036139297 1.0340381333916198 0.0025762584789576753 -0.006790936998326658 1.0066906137478167 0.0015954625455856862 -0.002498609631994871
45.0 2458643.1015856005 43.0 0.122 0.01389 0.9918103745372108 0.01019333397736521 1.072962387302639 0.002932749522818722 -0.00322431177241998 1.0643823344776038 0.002609585703419139 -0.0008409683793691469 1.0687411098767388 0.0021174863446954463 -0.0014990399011568685
46.0 2458675.9218286984 69.0 0.058 0.008294 1.1353974641359597 0.008764116722215996 1.0561550069370764 0.0024178814869807758 -0.01081516279453125 1.0356712080112824 0.0015596591138720044 -0.005748556743106431 1.0213799585704761 0.0011342349940793631 -0.003584619984363611
