# Epoch JD Elevation T225 RMS Cal_f Cal_f_err B_5 B_Err_5 m_5 m_5_err B_10 B_Err_10 m_10 m_10_err B_15 B_Err_15 m_15 m_15_err
15.0 2458057.1325000003 38.0 0.103 0.01535 1.0158012504017562 0.0327925624249094 0.8675559501900385 0.01068569619300847 -0.00304160094440527 0.0007055916678940716 0.8370459780557735 0.007160086718327229 -0.001246780208933318 0.00012249589440484644 0.8108430295667288 0.007599237888005205 -0.0006948970242011132 5.8250534653376984e-05
16.0 2458095.777453698 57.0 0.101 0.01007 1.0843864250269293 0.027402566934724107 0.9363478879730982 0.005601282002393227 -0.001320164432652815 0.0003698605968740634 0.9295904699303668 0.0041645091438784945 -0.0009737658711197472 7.124708049628873e-05 0.9068566826542184 0.00572477405233024 -0.000506542877922571 4.38821836948751e-05
17.0 2458129.704432901 63.0 0.098 0.009842 1.05483477905428 0.020415278086043865 0.9160988671228631 0.00710338897833242 -0.0015562960228650002 0.0004690468515259691 0.9050263183161965 0.005648932460044198 -0.0007932097294971463 9.664282774858884e-05 0.8690642302758426 0.007594150162476998 -0.00010513926654232009 5.821153579827178e-05
18.0 2458158.7866897993 56.0 0.091 0.00899 1.1299840237305272 0.016785315445336554 0.912038033527135 0.008457334971892733 -0.0010570620738172831 0.0005584498250744419 0.9126724413839523 0.006992314265215914 -0.0009314827315267671 0.00011962561655157051 0.8888149998584474 0.007684956689761483 -0.0004882473954357369 5.890759695068799e-05
19.0 2458188.7374305986 48.0 0.101 0.01181 0.93148276809353 0.021298201330618216 0.9304265157745703 0.007646036219789667 -0.0017306204599143449 0.0005048786140954 0.9222448432107188 0.00721143070039988 -0.0012078435797528986 0.00012337429606765974 0.8899129934355141 0.0077856917995066215 -0.0005971383615894776 5.9679763330427556e-05
20.0 2458368.2289352007 52.0 0.114 0.01218 1.118525432693328 0.03092653796947889 0.8957502217028538 0.007842090213644282 -0.0016258583011106165 0.0005178243605709827 0.8787792670524979 0.0063111776856710385 -0.0005882074558485328 0.00010797262580194835 0.867783296660476 0.00810919134213628 -0.0003798359593079059 6.215948840738433e-05
21.0 2458368.2741781995 39.0 0.11 0.01484 1.0623955960806069 0.04757405087792129 0.8868087543849109 0.005172562287316082 -0.0023465315397063636 0.00034155163085776874 0.8731431691259819 0.00494379523364477 -0.0015278646201222212 8.457923017453264e-05 0.8252124078624063 0.007095536032418843 -0.0005987306322183805 5.438950326876815e-05
22.0 2458395.897766199 39.0 0.1 0.01086 1.1515569960455534 0.04889527258633885 0.8645292470562811 0.005597726062127119 -0.0018835097042473326 0.0003696257834257081 0.8568983259400041 0.004812648454119799 -0.001446445650551853 8.233555054623408e-05 0.8154451383221754 0.005770282604527325 -0.0006630845305809957 4.4231020943119604e-05
23.0 2458424.8409722 49.0 0.102 0.009569 1.128606897613619 0.04646195988537709 0.8509624467557748 0.006266491136880894 -0.001933565335686005 0.0004137852800744386 0.8386678119569417 0.005897744192301096 -0.001310955000310976 0.00010089953945656453 0.7960627136126578 0.007521655926182171 -0.00046178413072617275 5.765584568807292e-05
24.0 2458455.7231481 36.0 0.063 0.008093 1.2041026311459557 0.047114195975759166 0.9031131425072688 0.006065920719099137 -0.0013553306892262196 0.00040054135733136635 0.8998886855276006 0.0047748139151190016 -0.0011781257900178588 8.168827101239815e-05 0.8659795897882017 0.005397260881159945 -0.000541840945752492 4.1371692455461454e-05
25.0 2458486.698275499 56.0 0.072 0.008883 1.1289059491130808 0.02849056052209625 0.886720654050464 0.00831585992070912 -0.0011457142304940326 0.0005491080228812965 0.8845937033685857 0.00606862391555408 -0.000978356830828142 0.0001038229769974077 0.8536796150761015 0.006838541744494642 -0.0003821640600886321 5.241956133146315e-05
26.0 2458523.791342601 58.0 0.053 0.008048 1.0955774050671587 0.0314341136500351 0.9922146933329415 0.006899387695343467 -0.001358633319522573 0.0004555763571385122 0.9805688459087274 0.006401086598211639 -0.0004450533445345961 0.0001095108011511939 0.9546387395933749 0.009941206580169306 -3.900640388243559e-06 7.620245759318554e-05
27.0 2458552.762164399 43.0 0.088 0.01251 0.895188145511681 0.03229429370659915 1.185580052579808 0.010772541696787732 -0.00028270660304596795 0.0007113262617017307 1.1968487739241613 0.008527177323704465 0.0004182684293544403 0.0001458842921209628 1.2577778438890823 0.011545115097431568 -0.0007950009700858907 8.849691841345095e-05
28.0 2458584.6806597 40.0 0.111 0.0188 0.7654052189468795 0.03411116330657447 0.9223104914079737 0.0059548616539348755 -0.0024471926928508747 0.00039320796725648147 0.9073421725834573 0.005446285233873683 -0.0014148745702348825 9.317590939649118e-05 0.856936877506335 0.007520007807420082 -0.000495219322910488 5.764321170079513e-05
29.0 2458677.133749999 44.0 0.118 0.01234 1.0770667906359506 0.03334687057096391 0.8683032001165792 0.005259308707222825 -0.002043594498046586 0.0003472796276370162 0.8560342663194507 0.004537378844914125 -0.0012887742723427945 7.762619385005538e-05 0.8131225191480637 0.0059342824451754 -0.0004908406381425312 4.548813091995388e-05
30.0 2458708.0774769 52.0 0.107 0.01008 1.1103867005451298 0.035420181832588944 0.8667991892854429 0.006454224327765769 -0.0018248598782521041 0.0004261815926072164 0.852771063123144 0.0056847129671295385 -0.001007034915590621 9.725496811349326e-05 0.8244656576831078 0.007140332749264246 -0.0004205512939852163 5.473288396627893e-05
31.0 2458736.053796299 67.0 0.065 0.008953 1.15884590870095 0.024803308040494805 0.9463660200001509 0.006686742460837003 -0.000494898849623393 0.0004415350769035542 0.9446225736391305 0.0068121690084461985 -0.000282989676458012 0.00011654366397477685 0.9176474520790003 0.008300810438001132 0.00022631237158403638 6.362830842867393e-05
32.0 2458765.9620948993 64.0 0.096 0.01013 1.0343429435763982 0.026478601040714207 0.8666268444668497 0.006235929740965584 -0.002486988799206946 0.00041176726986735606 0.8445730642758382 0.005886957186529645 -0.0011599064721512509 0.00010071499422634064 0.8156569719563034 0.0067720447462024345 -0.0005550415136807985 5.190984113896417e-05
