# Epoch JD Elevation T225 RMS Cal_f Cal_f_err JCMT_Offset_x JCMT_offset_y B_5 B_5_err m_5 m_5_err Covariance XCorr_offset_x, XCorr_offset_y
19.0 2458185.820613399 37.0 0.106 0.0137 0.907355356274901 0.007018797629256485 42.0 29.0 0.915117574316714 0.003494320355328451 -0.0016244614734835065 0.0002307349373222792 -7.00087729436597e-07 -6.726720533801881 9.993220555229016
20.0 2458368.1421644017 59.0 0.114 0.01203 1.0543920549864558 0.010540141013714767 18.0 4.0 1.0053114174393492 0.0014970295026077748 -0.00016826441697626038 9.88509287912641e-05 -1.28495309812126e-07 -1.428564796959023 -1.1651913812837904
21.0 2458396.059976902 56.0 0.117 0.01075 1.1011799977308105 0.01386466178058312 26.0 6.0 1.0035139873802477 0.0013752837564528656 -0.0003171047567163132 9.08119484941508e-05 -1.0844554084206155e-07 0.052511361684537405 0.18181077833915538
22.0 2458424.9394096993 46.0 0.112 0.01171 1.0066201578067466 0.01480308200480743 39.0 7.0 1.061214259944489 0.0027203772437415256 0.0005056826183913454 0.00017963033939823387 -4.243118864371509e-07 -6.0692715049084995 -10.48893603947269
23.0 2458455.9553587995 64.0 0.085 0.007756 1.162422771408538 0.0033501972023503223 -21.0 10.0 0.9833549372426705 0.001337693663429227 -0.00043791188041875095 8.832981689706155e-05 -1.0259835638224627e-07 -14.724263943674117 2.36471270772563
24.0 2458485.8895602003 63.0 0.099 0.008567 1.1247138437887327 0.004349943746993407 -4.0 19.0 0.9697304908458567 0.0009153472697194882 -0.0007398127714386415 6.0441672136075393e-05 -4.8039529114262605e-08 -17.50641664463916 3.0753652952098207
25.0 2458519.8649537005 51.0 0.053 0.008279 1.087023950896621 0.009766193552998478 38.0 27.0 0.9525960917500647 0.0027856112145216595 -0.001641588023694629 0.00018393786521591506 -4.449057570320195e-07 -14.88984143000954 6.548621775650986
26.0 2458552.6959374994 64.0 0.076 0.01266 0.8204226479060308 0.009135254658124823 -21.0 10.0 1.0269011298768498 0.0005745589731141129 -0.00019732722975662753 3.793896476227145e-05 -1.8927640459472496e-08 -15.392674285395742 1.6983398177005142
27.0 2458580.6968749985 54.0 0.071 0.01154 0.9485466391190089 0.010460220068092076 39.0 28.0 0.9528406116603108 0.0036866056161396097 -0.0010843063801977415 0.00024343181130081435 -7.792564344067151e-07 -12.766092587046785 7.946652431812794
28.0 2458708.199930601 56.0 0.101 0.009675 1.103382559579054 0.011538522847524104 31.0 7.0 0.9793159143755261 0.0018229577829076454 -0.0003633982425577109 0.00012037249678992081 -1.9053739565315612e-07 0.365690679870454 -3.0306933806843404
29.0 2458736.156215299 62.0 0.065 0.008478 1.1318102706299222 0.012280329651175804 1.0 0.0 0.9798508687854397 0.0004138598611437668 -0.00041183367071046336 2.732775605208431e-05 -9.820501936239084e-09 0.200903089129838 0.406752928130544
30.0 2458766.005787 43.0 0.091 0.01108 1.0001677401924833 0.01885139974581014 39.0 7.0 1.0931251345782036 0.0007445716689201367 0.001021565602985386 4.916511737008535e-05 -3.1786298492036496e-08 -5.71309860507742 -9.929405944030691
31.0 2458798.9117592983 46.0 0.116 0.01181 1.0396715459992028 0.009042368341814145 38.0 4.0 1.0188150853082245 0.0017835853130511307 6.234752636602447e-05 0.00011777323080190622 -1.8239671769014492e-07 -4.1198471814913376 -10.140231335383788
