# Epoch Name                        JD                 Elevation T225  RMS      Steve_offset_x      Steve_offset_y       Cal_f              Cal_f_err            JCMT_Offset_x JCMT_offset_y XC5_offset_x        XC5_Offset_x_err XC5_offset_y        XC5_Offset_y_err XC7_offset_x         XC7_Offset_x_err     XC7_offset_y        XC7_Offset_y_err    XC9_offset_x         XC9_Offset_x_err     XC9_offset_y        XC9_Offset_y_err    XC11_offset_x        XC11_Offset_x_err    XC11_offset_y       XC11_Offset_y_err   BA5                BA5_err            MA5                 MA5_err            BA7                BA7_err            MA7                 MA7_err            BA9                BA9_err            MA9                 MA9_err            BA11               BA11_err           MA11                MA11_err           AC5_amp            AC5_amp_err AC5_sig_x          AC5_sig_x_err AC5_sig_y          AC5_sig_y_err AC5_theta          AC5_theta_err AC7_amp            AC7_amp_err        AC7_sig_x         AC7_sig_x_err       AC7_sig_y          AC7_sig_y_err       AC7_theta          AC7_theta_err        AC9_amp            AC9_amp_err        AC9_sig_x          AC9_sig_x_err       AC9_sig_y          AC9_sig_y_err       AC9_theta          AC9_theta_err        AC11_amp           AC11_amp_err       AC11_sig_x         AC11_sig_x_err      AC11_sig_y         AC11_sig_y_err      AC11_theta         AC11_theta_err       ra_offset            dec_offset           length_scale       flux_cal          
  1     OPH_CORE_20160115_00084_850 2457403.324884299  43.0      0.067 0.01266  0.0                 0.0                  0.9044928172625188 0.011226447031566106 0.0           0.0           0.0                 -1.0             0.0                 -1.0             0.0                  0.20437457474131696  0.0                 0.38266437779846474 0.0                  0.09829916144337401  0.0                 0.19478928217742908 0.0                  0.07808449763697906  0.0                 0.1614443823249817  50149.21521533579  227.40712493803974 -502.3345911113357  85.95180521544623  50036.27019695755  233.87723628829312 -448.6632077162292  42.10271402567588  49829.71579852053  275.5980243881337  -402.6877158270004  30.040421826596873 49529.65946252554  294.315037499928   -361.5578459037097  19.43403999250818  50112.59430689534  -1.0        6.273423093012716  -1.0          8.738751825605446  -1.0          6.138127413321571  -1.0          49936.92374130355  206.6008334023854  6.522411182764941 0.17987379342721568 9.326293173875044  0.5188491448085027  3.007257739331223  0.05120428826590537  49692.33904921671  214.5402126536069  6.737871714791833  0.12789772088681794 9.870090646949178  0.39189579488478976 6.1584698937664255 0.03414522133330924  49355.74665572636  275.580998615981   6.960170964839338  0.12592611753468436 10.445774505917207 0.40865611519855805 3.0254975660702157 0.031521868890132865 0.0                  0.0                  1.043499611891602  1.116893650709865 
  2     OPH_CORE_20160205_00063_850 2457424.1739583015 39.0      0.038 0.01099  -6.722616361333493  -1.874516498835074   1.0808192946555852 0.009493028659492014 2.0           -6.0          1.8284853103094179  -1.0             -5.637744200165201  -1.0             1.8400585296668055   0.03943450639169297  -5.616355855475547  0.08508132855285007 1.853268358139161    0.04275042462182124  -5.588189303125546  0.09377685030986864 1.8667338870901915   0.052916686402979154 -5.554398732224598  0.11863196312987623 46008.764129947696 216.5551135931369  -445.1911347071104  81.85012512693     45982.9351163429   223.55715796691402 -438.92910915192095 40.24488816456786  45820.798592339    268.4717164903342  -403.97712996229626 29.26364890934879  45486.90739913294  286.5032203545506  -356.5164139318555  18.91821391735795  46025.75120166574  -1.0        6.151941744070449  -1.0          8.502151502800139  -1.0          6.205481076273216  -1.0          45900.49484673627  193.07946449680318 6.283595154548326 0.1653042199756532  8.925398321982929  0.46769426258787916 6.2119773394818125 0.04757921573480574  45666.3635424892   201.54510843024977 6.476850774073988  0.11752351450549466 9.47366251402632   0.358416729305305   6.214437372951905  0.03180842586639011  45317.67998816018  281.86837570882517 6.694083706545841  0.12647970734240419 10.057966333060486 0.4112331505502259  6.215951257038889  0.03219639792270387  -0.5145440690717464  1.0867673995043958   0.9718777091547152 0.9416113961730611
  3     OPH_CORE_20160226_00051_850 2457445.094097201  36.0      0.045 0.009732 -4.744044537815157  1.368873317310048    1.0832971380806584 0.011346158572708579 2.0           -10.0         1.9457230186840206  -1.0             -9.823130898598862  -1.0             1.9490527854354127   0.0362666104203188   -9.794366548965002  0.0744568211007582  1.9527872165378994   0.041678645619995056 -9.759059863993258  0.08827522136986023 1.9569990087199187   0.052610199259756046 -9.717129259929948  0.11499421823737598 44205.40437824734  196.5488266773467  -428.2883386319471  74.2884811068794   44171.038208805076 211.61438746398986 -430.64286576593196 38.09494440502998  44000.71325130198  255.36868964978845 -395.19289189359563 27.835408596168563 43671.57985009573  275.3462836415066  -349.6095968775646  18.181505903945105 44224.50674587124  -1.0        8.278112332995052  -1.0          6.100047521916414  -1.0          1.4542888276176171 -1.0          44112.65430735359  184.35364607357025 6.211841129616926 0.15841709868689308 8.678991531957578  0.4262622411849166  6.177629612915013  0.048708628384777096 43848.549305269284 220.24773300254384 9.299217993073912  0.3852282573292247  6.425437946633864  0.1305310345775768  1.4728482009307209 0.03685884572101206  43511.708953042704 279.809259426355   6.633840613501164  0.1274210604524447  9.876278297945465  0.40243986733666337 6.19116373317452   0.03361905928470398  -0.16283094394793807 0.5306073042034143   0.9515252067192923 0.868057814627103 
  4     OPH_CORE_20160319_00065_850 2457467.1138889007 45.0      0.044 0.01157  -3.531925411722992  0.1637619455511764   1.0594607390004624 0.021953485663887537 2.0           -2.0          1.83912662035749    -1.0             -1.8135115056877567 -1.0             1.8810544631789696   0.03666183552952343  -1.740369233668872  0.07511322999797483 1.8804375839148975   0.04151536438537066  -1.7249750600234393 0.08690148402629956 1.8804565429798572   0.05256354411130884  -1.704117976466506  0.11294678754614859 43002.46370199751  209.4051881808263  -453.79588117314984 79.1477161683998   42858.911958698416 213.5821353074234  -399.8852826842768  38.449177628722985 42732.832512686015 252.02197012601218 -374.20564081984674 27.470611660049    42412.44409917136  269.6842929378533  -328.7172790484791  17.807636819311394 42963.6090817086   -1.0        6.077544532805826  -1.0          8.417584760188683  -1.0          3.0177869416330196 -1.0          42798.376328501945 203.9724757242597  6.300549323325757 0.18794451612807872 9.020297957309168  0.5438829616436774  6.169145897427647  0.05448757351704026  42566.38807445668  213.15524927211743 9.591482069654923  0.4198196538010938  6.510581469498066  0.13489551662732116 4.60717644533459   0.03651223932177552  42250.30997033342  263.466715338809   6.7298841069007675 0.12837745557843463 10.170370837514065 0.4241510132728152  6.183848951872129  0.03263783459020294  -0.48262013892752975 0.55946548293673     0.9828234428372776 0.8184575673024135
  5     OPH_CORE_20160417_00043_850 2457495.9824537    41.0      0.038 0.01086  -3.129903272589739  -0.39344912401162446 1.0494296784712316 0.013280551343203856 3.0           -7.0          2.9026276072186477  -1.0             -6.657816253759307  -1.0             2.9016405468525477   0.03669891785954302  -6.639658885772008  0.07641387480643906 2.9004801607128456   0.04049139679895158  -6.613190697900308  0.08584340773974096 2.8990519466518663   0.0512045004903805   -6.580381325540486  0.11127863395956761 46216.956814760415 190.36401125011787 -447.7794780142068  71.95081569052545  46176.00812069925  197.16990450311565 -432.9602731341829  35.49464086301076  46006.15195704872  239.21744811687074 -395.55095986299415 26.074908734291707 45682.86359844155  259.37700843200474 -349.6755256602723  17.12703171265679  46224.97797740362  -1.0        8.34840741254818   -1.0          6.28158828091696   -1.0          1.4810182000062015 -1.0          46079.545670786036 203.6236933376691  8.840536799311725 0.4765851657528834  6.452918916817378  0.18747584762643882 1.4867588418044593 0.05708537529085911  45856.10073948582  194.43261187579571 6.638082622189885  0.12103013204077367 9.374439778362596  0.33306095909756617 6.201730775757923  0.03433916371811734  45516.30907130708  268.9960251716182  9.962260481083712  0.37902145359594797 6.853972621871316  0.1282669260360233  4.632635835850227  0.03390986970366203  -0.29211717834405704 1.026551238722078    0.99515979791809   0.9498837212865198
  6     OPH_CORE_20160521_00034_850 2457529.8544676006 34.0      0.076 0.0164   -2.4185664580099715 -0.08006748110176432 0.9066558945670671 0.027694776293497123 2.0           -9.0          2.2404855312271934  -1.0             -8.82418630351745   -1.0             2.2395759622123705   0.03290775454537355  -8.80179641947609   0.06505708586333564 2.2388427769053862   0.03794104510358958  -8.77040957219873   0.07812698443750027 2.2385293100193167   0.04753021919821025  -8.733112035789901  0.10152617557647016 52206.353638212684 213.9864810396257  -371.1907739495564  80.87928173269236  52328.15288472574  220.69284904812213 -464.5593445204289  39.72925223072098  52154.713935359316 265.6908476694824  -432.94199486655464 28.96053116372685  51824.892992548164 286.00651576815284 -387.1619992040779  18.885416014153833 52316.58654841109  -1.0        6.60095767267206   -1.0          8.709700311910069  -1.0          6.277214560521038  -1.0          52304.576910991884 330.57029549188877 6.512412581005871 0.27643129744526207 8.787596620535263  0.6723010852954149  6.263907807673007  0.08451507828877153  51997.868757216245 281.3177949153233  6.7488390257338695 0.1622914453293188  9.493610300300123  0.4422840643230997  6.252673177180022  0.0448213074006241   51691.216441559074 289.02070056493216 6.9067194616889775 0.12418986435676517 10.007735013265538 0.36431575386407106 6.242316372988324  0.03233408409741901  0.7214565936815802   0.5274410894476489   1.0196483725177912 1.2250953018780522
  7     OPH_CORE_20160826_00011_850 2457626.7099536993 44.0      0.108 0.01824  -3.9724879871104535 -0.7885934403626038  0.9237992344041809 0.010921402009384492 -1.0          0.0           -0.878972121961084  -1.0             0.05988381654447039 -1.0             -0.8927642801543527  0.035351842331653595 0.11040131436882916 0.07231168579942629 -0.8895123850097946  0.04126130432208068  0.12352719026949899 0.08757880018369542 -0.8868621447091698  0.051979375248835454 0.13736398548232387 0.11377486966688283 46055.149065090096 252.645107967497   -453.565086198792   95.49088509086555  46090.76069809558  260.61859772920997 -435.34764751942595 46.916708151434676 45873.512882731105 301.3408566382255  -386.93120283666616 32.846412061196304 45618.3194190383   314.327343240608   -352.61597653468345 20.75548022216105  46109.61814913503  -1.0        6.097663460675451  -1.0          8.980255165002959  -1.0          3.0272054724931934 -1.0          45991.30757389677  356.744718769448   9.406916988284417 1.002692354799924   6.2559709103870675 0.29947318921999366 4.599816542759401  0.08010026157116258  45777.05391910035  255.79262970278634 9.879035207346428  0.5111781074770427  6.441014105925998  0.14589841802695572 1.4662316741147219 0.037372772527325314 45442.36816354939  297.5296116544091  6.665274718080363  0.131142857187938   10.456402110149137 0.48317017076274127 3.0444594206378817 0.03177696270645449  0.36308363411674804  0.17965144963341118  0.9854668875874864 0.9468000698343759
  8     OPH_CORE_20170206_00083_850 2457791.1673610993 41.0      0.11  0.01351  -0.9353958494098921 -0.26275990903670277 0.9920452035582952 0.007151302364443562 7.0           -7.0          7.092643296920102   -1.0             -6.862985938542209  -1.0             7.097237723001257    0.03430197067014387  -6.842106407091848  0.06889788716858936 7.102499365603705    0.039785137319488115 -6.815469551503213  0.08250973333800792 7.107836334734856    0.05004012535128104  -6.785172376408127  0.10712970658011782 46700.591750232175 191.83132186623385 -466.9866686355297  72.50542780143614  46634.32504068648  200.71765282110564 -443.13742283341253 36.13330689961959  46447.01416054752  244.3300835937633  -401.88474440526863 26.63219057196747  46112.11360530296  265.081370824032   -354.85239973056525 17.503698768359428 46697.22197856223  -1.0        8.23455215098592   -1.0          6.223825642566837  -1.0          4.637454786324341  -1.0          46532.745531422006 207.14465028870276 6.418522616598483 0.18615342531904056 8.787859910646494  0.47236333830055655 6.211565414528872  0.0567247664658131   46284.97964233021  211.96220822867014 6.615505767146046  0.12956180634891032 9.369896204912084  0.35967511095235827 6.213133832752699  0.03648625739299375  45945.64610697443  274.580941928469   6.823910398898168  0.12821180751304198 9.956456863909306  0.38311560384271176 6.213648659487581  0.03367937883340409  0.27792989076030494  0.4110421843733718   0.9898560063354516 0.9678879782981215
  9     OPH_CORE_20170320_00053_850 2457833.0468171015 38.0      0.062 0.01038  -2.9770971130846218 1.6797125316123678   1.0379161487463762 0.011114387013791166 5.0           -8.0          4.750694083874748   -1.0             -7.702218502900706  -1.0             4.815649797481569    0.0373317441931162   -7.541678546594682  0.08109982934549113 4.825812007917278    0.041501423766240324 -7.510120116613109  0.09134168106198452 4.836121130788825    0.051487345600535646 -7.473050122335422  0.11567053372380862 46944.72694460263  202.21163875446408 -454.7433958959689  76.42881393968246  46881.404598751826 209.69165267294125 -436.66409669042577 37.74881152816671  46713.196027201484 254.45751887725982 -400.5651419592383  27.7360898385576   46393.56251718291  274.430222088624   -355.8838897166376  18.12101682725032  46943.67667603711  -1.0        8.400690326109826  -1.0          6.2516240062015935 -1.0          1.5395366974087656 -1.0          46806.1581920587   176.0209266960083  6.401745516791615 0.15634957612738554 8.903715943203299  0.41588569957539656 6.248003113130816  0.04551263182203872  46567.60846293788  199.14651382265052 6.59357749756924   0.12000612526245119 9.473948630485788  0.3477598067466212  6.244847057893417  0.032620238235937925 46235.73641987411  268.0808548842501  6.795662238282947  0.12307627145376081 10.054840947057425 0.3833542498048882  6.241536726885567  0.03140237664865625  -0.7479177483757553  0.8933444912978814   0.9930111713671353 0.9801486090525957
  10    OPH_CORE_20170419_00033_850 2457862.9422454014 34.0      0.105 0.01486  -1.48946245672806   0.7069329850951153   1.003138459790633  0.014010803928027634 3.0           -10.0         3.0456460910961027  -1.0             -9.833003413406544  -1.0             3.046448231479502    0.034606689363735725 -9.798496690692929  0.07088915074193977 3.048417215801379    0.03936305767782331  -9.751703939185916  0.08310232912328719 3.0494990223356524   0.049618189358486456 -9.700083044376044  0.10799860638346526 45889.88069641505  194.7395102288221  -420.55994325162305 73.60461139063476  45879.84639412959  202.30950220841547 -442.50246377090747 36.41987206591577  45687.88675062993  246.08359699492226 -402.9125150309196  26.823323765127043 45351.095231524756 267.0854189866904  -356.1039618278896  17.636028826069108 45929.532417687726 -1.0        8.174653182858723  -1.0          6.209664086772779  -1.0          4.6466424971373215 -1.0          45809.31097863039  241.0340870046713  6.316606590898585 0.21017626245673623 8.607943728198276  0.5257690734314152  6.216921970587674  0.06570149035693831  45529.169117960424 237.34707323127108 6.53878829856486   0.1427448497251514  9.26968470056489   0.39712603542872604 6.21760178216228   0.04055979731225926  45200.72284968113  277.9833228226192  6.733392689010454  0.12721340756384952 9.837266283907809  0.38115744142691527 6.216966817907307  0.033786634578917105 0.1369382732883082   0.5009897597803672   0.9700982350342351 0.9367573937817215
