# Epoch Name JD Elevation T225 RMS Steve_offset_x Steve_offset_y Cal_f Cal_f_err JCMT_Offset_x JCMT_offset_y XC5_offset_x XC5_Offset_x_err XC5_offset_y XC5_Offset_y_err XC7_offset_x XC7_Offset_x_err XC7_offset_y XC7_Offset_y_err XC9_offset_x XC9_Offset_x_err XC9_offset_y XC9_Offset_y_err XC11_offset_x XC11_Offset_x_err XC11_offset_y XC11_Offset_y_err BA5 BA5_err MA5 MA5_err BA7 BA7_err MA7 MA7_err BA9 BA9_err MA9 MA9_err BA11 BA11_err MA11 MA11_err AC5_amp AC5_amp_err AC5_sig_x AC5_sig_x_err AC5_sig_y AC5_sig_y_err AC5_theta AC5_theta_err AC7_amp AC7_amp_err AC7_sig_x AC7_sig_x_err AC7_sig_y AC7_sig_y_err AC7_theta AC7_theta_err AC9_amp AC9_amp_err AC9_sig_x AC9_sig_x_err AC9_sig_y AC9_sig_y_err AC9_theta AC9_theta_err AC11_amp AC11_amp_err AC11_sig_x AC11_sig_x_err AC11_sig_y AC11_sig_y_err AC11_theta AC11_theta_err
1 SERPENS_MAIN_20160202_00054_850 2457421.218263902 45.0 0.091 0.01223 0.0 0.0 0.9606916925620986 0.007591913936993416 0.0 0.0 0.0 -1.0 0.0 -1.0 0.0 0.2012243199196553 0.0 0.2375021660642902 0.0 0.1301097927587202 0.0 0.15518310836470986 0.0 0.136889042410322 0.0 0.1639266394212066 31066.090723117588 100.30333887576097 -618.7346378864482 37.91109718370445 30958.160923389572 106.9230946893276 -588.2078359155716 19.248356787349355 30625.013963745474 129.05591821307002 -516.2267470596456 14.067206467803633 29948.90002699215 149.7527984307068 -421.61855558201677 9.888389742272102 31085.09230461656 -1.0 5.153886756159677 -1.0 4.612300295959866 -1.0 5.063635769149427 -1.0 30865.859430627734 329.58235946990936 5.374070368741373 0.2595544015576313 4.795032562683607 0.18765554414276758 1.8801491017243777 0.2243039766381031 30406.92097191845 411.01082298601693 5.723309032435283 0.2514317609007973 5.086664699851073 0.18150278840375278 4.992444779292864 0.1952154829954376 29793.904135910714 544.0224176216003 5.404686615172704 0.20895037911764203 6.098722374886596 0.2888370242691529 0.25822876917167326 0.20571859625530625
2 SERPENS_MAIN_20160223_00050_850 2457442.166574098 49.0 0.05 0.01112 0.8290726594239165 0.6277716107075393 1.0207988128578933 0.007806258514795058 0.0 0.0 0.0888988337669332 -1.0 0.2335721210931183 -1.0 0.06903038849111454 0.0836204550952142 0.22008517919908854 0.10089399401484218 0.0432406978989377 0.09584107247764129 0.20355371348625795 0.11509368728265594 0.013652897987952883 0.12362275035067541 0.1878993889253593 0.14795300607793027 30648.74119901371 94.97251501072148 -645.5413774270139 35.89623793141631 30500.85684966065 118.30078988580793 -596.0204354360826 21.296576375427424 30160.753551077356 138.4638491114906 -522.0043582728355 15.092679218334633 29471.25346668987 159.25678986957084 -425.8260697372695 10.515951651216806 30645.64280818996 -1.0 5.095022781495945 -1.0 4.505585761213432 -1.0 5.168158875628943 -1.0 30410.53761591461 328.2337747398994 5.32533453510026 0.2469688111006337 4.700766701766362 0.17435623808130296 5.124977817291413 0.219360384237017 29951.920172244423 420.15382686987215 5.654148646113457 0.24464024903424944 4.987648628256881 0.174538957445666 5.094770894362657 0.19999071896457285 29321.74235153626 564.3662049330807 6.021766837880021 0.2864294839756676 5.312586145716422 0.20684100456943227 1.9277211356429615 0.21814639524494375
3 SERPENS_MAIN_20160317_00051_850 2457465.1380439997 57.0 0.04 0.01212 -1.8283114356948285 1.0244901497816095 0.9404651920834283 0.013879800381690937 3.0 3.0 3.245910597669962 -1.0 2.926152314088739 -1.0 3.2168174074615195 0.0854286530986274 2.925453289640842 0.09694707705385003 3.1788677961454255 0.0958381056074193 2.9245549112943934 0.11046688579477508 3.1348065286829296 0.12080643161551732 2.9241485279003143 0.1402427911567318 32645.94127179708 111.94499144913671 -571.6881138377171 42.31122945156483 32574.72954978177 163.76247438832144 -555.5378685537561 29.480613880889848 32296.128898566534 177.87774231364907 -495.47004102359836 19.38882746589052 31692.179692392983 193.7573659249099 -410.9787152903303 12.79407371675963 32663.3381012474 -1.0 5.773944491633393 -1.0 4.743228250497758 -1.0 5.347497352136153 -1.0 32483.951344284338 325.14528248795494 4.925559617577914 0.17450083587749823 5.926050776823994 0.2894077398161664 0.6082374069857966 0.1760692344085367 32077.095537192516 398.57753249742336 5.227500095436548 0.16687039919597665 6.23044253109631 0.26404732065081016 3.7207536527944463 0.159677717593242 31535.074959582496 524.9646294295417 6.5452711403469825 0.28923523926631584 5.546588655962367 0.19121252808134948 2.1224152221496997 0.1753645526023021
4 SERPENS_MAIN_20160415_00046_850 2457494.0362153016 50.0 0.04 0.01044 0.6881463501211558 1.186929790692804 1.103520335867204 0.008767480763218795 1.0 0.0 1.0907896148003147 -1.0 -0.046862609714708015 -1.0 1.0782555622940606 0.07684581957642948 -0.04850391683240218 0.08608608971142094 1.059817016190408 0.09477233746062391 -0.053306697317623275 0.10728656151715425 1.0365438614331595 0.1262588379036843 -0.05823197051381612 0.14413863044532046 29391.17158530216 50.03135685235406 -684.0239507669414 18.910075285553685 29235.169872795133 61.56350375068175 -639.697124040103 11.082697378420045 28832.250407384763 96.69597283359863 -553.0558664826734 10.53994447223456 28040.717999786746 133.34014784120833 -442.88656024733393 8.804639067987804 29405.979962866215 -1.0 4.566102084279531 -1.0 4.404542859160917 -1.0 5.253902971030614 -1.0 29157.055351220708 365.7228009554916 4.772117289125813 0.2102533304582483 4.585231274318919 0.18838628553863992 2.0007249134847616 0.7182625523048713 28615.589261539775 485.4127483837682 4.885266860894949 0.20196716248309235 5.119964995294152 0.22896872865997986 3.4906851258689544 0.5750940655251271 27910.049593031516 631.0992972234134 5.208817014187304 0.2349038731616625 5.505155101667529 0.2712068224845756 3.4381801913606473 0.517108437784469
5 SERPENS_MAIN_20160521_00039_850 2457529.884687498 35.0 0.077 0.01387 -0.10942762745627804 2.358288132877626 0.9796250535474303 0.007272257206328289 -2.0 -2.0 -1.7225483123741583 -1.0 -1.944560277185019 -1.0 -1.7521225326769638 0.08199880226327382 -1.946178486095505 0.09741217378093342 -1.7883588390246246 0.09322202046918199 -1.945817219213012 0.11258654939413397 -1.829898095185058 0.11983423728653894 -1.9430867106769085 0.14532542700119175 31065.061784062353 126.05579642958585 -709.3312444889456 47.64461246048967 30851.94765666768 126.32781445359309 -614.5188915280015 22.74160565599124 30459.906006408884 147.8981462107276 -527.3236752143791 16.12102561364621 29795.788203699594 161.02322275512415 -435.5937466100307 10.632591779687523 31027.27258554003 -1.0 4.435159879312812 -1.0 5.0170001587252875 -1.0 0.21264588669850326 -1.0 30737.388828713294 351.5840410398438 5.322850233537711 0.27957051596676163 4.671118415882976 0.19190598153510488 4.9042472739974174 0.18492580887315277 30294.95460736867 411.48221833057903 4.933677464194454 0.17116482838871566 5.634305957479002 0.24810132433253948 0.18347976287975598 0.15723316839492768 29677.12642360858 547.152067064095 5.239849020533829 0.19741626427870312 5.991591097155669 0.2837136762227972 3.3197166734213575 0.17254715917154012
6 SERPENS_MAIN_20160722_00023_850 2457591.9213426 61.0 0.096 0.01196 0.8765548024598708 0.013147137775781914 0.9788458924873453 0.010333127885845216 -5.0 17.0 -5.165038301309124 -1.0 16.621950741102694 -1.0 -5.170096981197958 0.07257404796789385 16.60552818345647 0.09454610965003374 -5.18055809461967 0.0894222508733501 16.582472201634204 0.11435514685726572 -5.195857621813843 0.11963969712302955 16.553649699069013 0.15143298165608995 30168.938514546702 132.4131846424845 -697.4433277074489 50.04747856968413 29990.222940449254 123.45668823361669 -621.5377603813464 22.224743992993048 29591.422166455497 148.31119793100464 -532.5576989360337 16.166048643487024 28851.957704778102 164.86702747140086 -429.18009746997416 10.886403844700087 30150.400435793512 -1.0 4.353729733935656 -1.0 4.94132673356313 -1.0 6.232321155562439 -1.0 29844.34510141388 410.92839250009627 5.23920947121896 0.32880137434638085 4.592207930153951 0.2242491321523261 1.5433624054471309 0.1985031771423104 29354.276978777034 462.79821392710323 4.87686274146257 0.19541654272423006 5.587044389544547 0.2869519580429005 6.2801933067547 0.16498101464705053 28661.853643119797 611.551614304085 5.219015605226961 0.2287075069470054 6.001637962955875 0.3356143819551176 0.018904688290439745 0.18186769553442692
7 SERPENS_MAIN_20160827_00012_850 2457627.7081480995 63.0 0.087 0.0111 0.2698288312022604 0.943130803429959 1.0015163020974538 0.00798446477970723 3.0 7.0 2.946967205332669 -1.0 6.844313383219742 -1.0 2.9329955031824966 0.07532200693747686 6.847571359641137 0.0865942947465356 2.9127200086643654 0.09275186849375824 6.852115700545966 0.10701140260915269 2.8872646534545083 0.12462133112556134 6.856797258758689 0.14430482551633725 29965.804636242865 38.618189970567634 -724.514531903957 14.596303772176183 29769.177175217257 57.109795833490374 -643.8401867935095 10.280938358455264 29352.60189993702 96.16471343155352 -551.3074579369753 10.482036758003463 28573.39271806899 133.1136415311232 -442.68125716536446 8.789682538587163 29950.4145406764 -1.0 4.411553122879116 -1.0 4.599726980567706 -1.0 3.468908653278149 -1.0 29639.16753855649 397.00551980081576 4.646934408888591 0.2180986756125025 4.874547079844856 0.24977142599150132 3.4188365829304344 0.5858175556866517 29124.932801964962 478.81103715462876 4.9274953489857385 0.2052593695009354 5.21335398798749 0.23968744666846706 0.2401800207718173 0.43851544253335323 28404.264503201543 636.829258624559 5.26266847186022 0.24211403552666422 5.615981622805045 0.2877688500629673 0.22463341927901395 0.4266767077169285
8 SERPENS_MAIN_20160929_00012_850 2457660.7166781984 63.0 0.094 0.01248 0.08273847222418224 2.1596232682284278 0.9521702916497568 0.009485366962850055 -4.0 16.0 -3.829963748189215 -1.0 15.858747573653744 -1.0 -3.8443924171173194 0.07628112787088592 15.8550366481646 0.09112273726442927 -3.864533247066362 0.09304526343100454 15.848168027024144 0.11190044775309929 -3.888216788680097 0.12356139264657516 15.8393881414531 0.14881337245765955 30874.206838973627 114.86796073682389 -729.340458129722 43.41601111067838 30707.6378953112 104.32213098081489 -662.7508194806608 18.780130315799312 30288.73208138967 133.1702418482014 -570.0775130030005 14.515671515098552 29472.776743851715 159.03752719747888 -455.37119095631374 10.501473503886292 30874.560481321907 -1.0 4.3166830497426245 -1.0 4.767269355504401 -1.0 6.269726933404789 -1.0 30568.636099279167 434.758318804285 4.534949195045152 0.22416098536805015 5.025633978498254 0.30187404334833673 0.004814121891100281 0.2515050439695114 30047.335945244657 486.0459321790148 5.358732930409856 0.2623381935303151 4.8188172923707295 0.19459601076692384 4.742900327459748 0.20893014639527008 29300.999176435314 655.0082447432475 5.76297720941476 0.31516015939448816 5.160634820653841 0.23330285526296296 4.764392846661478 0.2342506233175406
9 SERPENS_MAIN_20170222_00070_850 2457807.154189799 45.0 0.097 0.01019 -1.8660984574919857 -1.283481323871083 1.0623664268473898 0.013887387990152444 -1.0 1.0 -0.9676606754987347 -1.0 0.8549461371651716 -1.0 -0.9717006397486614 0.0717393209688642 0.8683752795743658 0.08497314830972462 -0.9777342967567506 0.08839448599622088 0.8853480647104277 0.10485178203502887 -0.9859604163679023 0.11791737154925008 0.9026982865759408 0.14009851277909632 32231.362345063575 74.6581151164264 -712.6082615371539 28.218114592579997 32037.107384175026 80.76168319819361 -641.2597673476106 14.538764527360286 31653.291873585218 110.72536437171027 -556.9048381120331 12.069160183285032 30903.77249481509 140.32659329186478 -452.39074321134046 9.265964036468723 32217.687440057158 -1.0 4.537885985418142 -1.0 4.855710060580169 -1.0 0.09242315539998945 -1.0 31933.382592369842 348.25823697559184 5.128908160775937 0.24335766753777066 4.7556647725796815 0.195481728776766 4.806774796824039 0.2830751225481587 31434.375355258937 444.00188134678183 5.471141493458973 0.24065923342021353 5.038544812764092 0.19078657628280252 4.809045275352402 0.25082606368489035 30742.95153488372 596.0900162904203 5.366168294808429 0.22295325983848155 5.863977522788824 0.28412933312718236 0.10547096910302867 0.2660113356966693
10 SERPENS_MAIN_20170320_00056_850 2457833.0768286996 41.0 0.066 0.01058 -0.39570036862533875 3.4748776448866225 1.0165037951879832 0.00750315395636542 -1.0 -1.0 -0.7659201488692702 -1.0 -1.2056290196862278 -1.0 -0.7838084435864516 0.07410638684629431 -1.2022680026282444 0.09409665602195051 -0.8067162112494657 0.08712659006527046 -1.197690123818262 0.11071186095848658 -0.8333739352206351 0.11485499756317803 -1.1916975699834893 0.14532116720132843 32558.009726860448 170.03834101544612 -692.2642347451754 64.26845348072538 32373.424840481748 169.53162884395056 -620.2254582054 30.51918184849887 32022.801294445722 189.48736501631376 -542.7022845300612 20.65428620410368 31335.222215799662 198.17951979461193 -446.8892341731048 13.086074650618395 32537.05393295195 -1.0 4.436508977834218 -1.0 5.293456954050029 -1.0 3.3821412193085942 -1.0 32274.031182881983 330.6230328395206 4.648966468032542 0.16825086981774476 5.564439140739346 0.28215436955117723 0.2246549942518552 0.12742644682802248 31837.654112164062 406.6520334581373 4.90755370543348 0.1577193802825258 5.871728974519357 0.26032873525883826 3.3501998831852355 0.11422527754445794 31206.374179878603 558.8731076052148 5.218445443657426 0.18883611041936404 6.230398038906452 0.3051543044171543 0.19650995751938982 0.13110047054436655
