# Epoch Name JD Elevation T225 RMS Steve_offset_x Steve_offset_y Cal_f Cal_f_err JCMT_Offset_x JCMT_offset_y XC7_offset_x XC7_Offset_x_err XC7_offset_y XC7_Offset_y_err XC9_offset_x XC9_Offset_x_err XC9_offset_y XC9_Offset_y_err XC11_offset_x XC11_Offset_x_err XC11_offset_y XC11_Offset_y_err BA7 BA7_err MA7 MA7_err BA9 BA9_err MA9 MA9_err BA11 BA11_err MA11 MA11_err AC7_amp AC7_amp_err AC7_sig_x AC7_sig_x_err AC7_sig_y AC7_sig_y_err AC7_theta AC7_theta_err AC9_amp AC9_amp_err AC9_sig_x AC9_sig_x_err AC9_sig_y AC9_sig_y_err AC9_theta AC9_theta_err AC11_amp AC11_amp_err AC11_sig_x AC11_sig_x_err AC11_sig_y AC11_sig_y_err AC11_theta AC11_theta_err
11 OMC23_20170421_00022_850 2457864.6869212985 45.0 0.09 0.01455 4.736854246501134 -3.855379994964609 0.859943954039193 0.017075547947895096 -7.0 8.0 -6.727669709898322 3.538259398980788 7.884036621168093 3.581059527165444 -6.801185910154601 1.3152483937924848 7.760246511977755 1.380446476766087 -6.736225242786219 0.7560889124585971 7.719498396849701 0.8434089101821834 71734.95945372625 415.79604832913304 -595.5744036061245 15.113713379661165 68274.27923186023 477.43856672327536 -431.05705156941747 10.234594191222717 64724.40192488754 507.6223234497684 -323.7097642212562 7.315168579517814 75148.74026183094 1254.042151785909 5.694354005233787 0.44146272535983405 6.575520891043737 0.6618280472363713 5.734559690245796 0.46213239739113016 74279.0956997497 1107.0769214490203 7.067517521542992 0.4622509122430789 5.970579185507014 0.29101136886992796 4.217882288690689 0.2392312728077447 73231.02906153897 1188.1412902017714 6.246316940839852 0.2565214996489324 7.5625588170363915 0.4267639128065603 5.808234674147684 0.17639399894929794
12 OMC23_20170708_00073_850 2457943.2875810005 53.0 0.047 0.0097 6.271018693986662 -3.3967653429863187 1.16282407922761 0.01097549867046873 0.0 -6.0 0.07162384758734675 3.2055717501867447 -5.919711879818237 3.3759308263555576 0.0713604066789344 1.380589590906984 -5.902697097452744 1.4781309830003067 0.06931482320251803 0.7286806447059405 -5.872634699168742 0.7764860084907949 65535.047814703066 518.180095804868 -561.0413497214461 18.835257179183873 62045.13081141893 550.1631510813133 -394.89889246891863 11.793552102694054 58602.8823388505 544.528299119614 -290.7316716806648 7.847007741934716 68796.23496682192 1143.3756455660364 6.843792473562283 0.8244589850988897 5.4153901812775365 0.41673006947677904 4.473121428337396 0.21950248197545844 67975.0114917743 1093.8756519293502 7.340185157171084 0.6068657982898021 5.6585897673286025 0.28876003491165547 4.470706572287078 0.13617924710821452 66917.29503081342 1228.209384930311 7.892840257235053 0.5892540193332585 5.9296352342701635 0.2653893558500659 4.466625012727331 0.1123718087545015
13 OMC23_20170812_00056_850 2457978.135555599 39.0 0.072 0.01007 4.3578464978232505 -0.4271670158193323 1.01240418515657 0.019262302716398845 -5.0 -10.0 -4.781832940694358 4.0061151038020215 -9.714074826570027 4.35027341737951 -4.803267711113477 1.3990274910496565 -9.723502025105091 1.5179177338409582 -4.834885607271701 0.7599942712341855 -9.655251696511272 0.789117833051166 75232.53774660954 629.7258855605132 -614.5375124200904 22.889819720306498 71660.08004418392 651.998242949885 -444.8645611320642 13.976536332883509 67956.47500599631 641.7260624673715 -332.8685267322325 9.247690875050186 78404.82251319918 1087.178205457528 7.453359538680055 0.8996808715331415 5.523740504472409 0.37301923997686376 4.555380635519807 0.1465083897921913 77659.69277623248 1045.03573240506 5.73853026403609 0.25331970236833773 7.904581525280625 0.6383292224731534 6.108735558893792 0.09450810103939661 76663.00320956862 1177.157989347044 5.984085273726609 0.22873362882863002 8.420519920413538 0.6003065437561286 2.949242043390292 0.08023553637377968
14 OMC23_20170912_00054_850 2458009.0968634 49.0 0.097 0.01036 1.6614607575335185 -2.9311451561775037 1.0399720985417604 0.015054707831021657 -2.0 -6.0 -1.9347286085598796 3.282430017184868 -5.933000999690421 3.474182596014732 -1.9419440705904094 1.4114505999678184 -5.908872944216682 1.5046391837705422 -1.9392464924309252 0.502869319129872 -5.832654657152489 0.7713652534570079 72199.90601524772 541.9934767695148 -595.2230677493667 19.700846736492434 68689.75097176709 580.7810003953863 -428.41910540305327 12.4498904716593 65099.01418507441 581.0652887035668 -319.85377352611715 8.373529616856853 75354.43491558872 1096.050179269115 5.599588811030234 0.40489743104500836 7.113108228647849 0.8163004602259832 2.9487868233059733 0.19277244438791055 74572.99979115049 1058.4355479159922 5.828842318955071 0.27788436847394626 7.584573538289148 0.5922965684549392 6.0739210229222 0.12202901666667333 73566.44665649744 1189.6121294297886 8.104735180681459 0.5619891716197275 6.078146288526496 0.25038242235346325 4.487590230516032 0.10096629774013381
15 OMC23_20171021_00047_850 2458048.0762384012 64.0 0.089 0.008819 2.840329170075443 -4.274165102635892 1.0841999544663867 0.006401463420460016 -8.0 4.0 -7.791729210192614 3.838916988748677 3.9870535121700925 3.9232040431365522 -7.819561593703156 1.3859365002422814 3.964779207615379 1.4452227032029556 -7.8530932874364225 0.6629882618359795 3.9449573670157747 0.7619669567076877 65767.34890099059 494.6313488404357 -578.247107091732 17.979286874730246 62217.7013017143 519.6676799606677 -409.2997177048977 11.139837112716291 58678.02949310883 514.7426865236981 -302.2814326072869 7.4177776024254305 69127.16551689045 1179.8832566849965 6.704536083236711 0.7464806197705431 5.355177177757629 0.3934938452006317 4.280370424708143 0.2689007319736785 68301.47428706875 1112.7858259928696 5.602089813564821 0.27372115322094015 7.156530453756227 0.5397708682972014 5.87232148326253 0.1623190709338258 67244.68888335007 1234.0579350595253 5.876480771228406 0.25181761267730435 7.650807704993658 0.5123535610629372 5.882685335619834 0.1319216529998162
16 OMC23_20171118_00046_850 2458075.994699098 64.0 0.057 0.01036 1.5570798589429842 -2.1577903619737557 1.1031726107806947 0.00878358219608352 -7.0 3.0 -6.884010887288923 3.1363249027698488 2.909579171303278 3.265347025781989 -6.9067430327264105 1.1791800434274509 2.9297889581565926 1.2112218756731938 -6.935416106444507 0.6144227777073646 2.9270904411687866 0.736465759161322 65934.91235062722 515.9672243161197 -582.2710878056473 18.754821733550713 62330.28614157105 540.997178182266 -410.6121840807058 11.597066035727368 58766.2387870648 530.9663421103714 -302.8247990513145 7.651571053655762 69381.68352844243 1212.2018641998816 5.323130046072443 0.3995962307548169 6.674237210986561 0.7628918385651277 5.881008393913643 0.2646333986153547 68540.81159934383 1138.2388051363216 5.5622774344903645 0.2757379209417001 7.140891970268148 0.5530591842281374 5.902338222763033 0.15731578258503276 67448.79356685992 1262.3669783508774 7.666058551876479 0.5316974634353419 5.834067774996006 0.2536524105027965 4.343164328906948 0.126609862111367
17 OMC23_20171224_00046_850 2458112.0017361008 47.0 0.071 0.01008 0.8238518967759736 -2.889047125123767 1.016286522461985 0.00804968515964019 -9.0 9.0 -9.132850087072711 3.7711056701053773 8.52094798296315 4.237069635653315 -9.084899007567145 1.2592951624966915 8.432089232282465 1.4212453859898075 -9.115975708791836 0.641391478866925 8.40443083939067 0.7577505699590635 63321.6612865049 415.7520840682716 -581.2385314304001 15.112115433122332 59545.222575203385 475.3684339274987 -401.32577488460703 10.190217866308265 55877.5656875955 494.120805602812 -290.2241409526887 7.120602921681766 67102.26027089273 1389.5212846631007 6.099953697531712 0.6371665939159822 5.297859326822046 0.4333071501384741 3.999279955712659 0.5411726794081111 66160.66226874015 1239.3556585971762 6.557593330210569 0.4517543879959832 5.57531539808414 0.2947834248360435 0.9346819245829376 0.29408382234763836 65002.15413725905 1331.209978630833 5.86217418859436 0.26839016280704087 7.059212677525343 0.4297302850882112 2.547792654879263 0.21743563591913648
18 OMC23_20180208_00018_850 2458157.839837998 56.0 0.087 0.008906 6.066432043094011 -4.633392380142887 1.085390918137495 0.01165581712802095 -8.0 9.0 -8.057131730740139 3.2068430176971714 8.601666152421387 3.513353555185421 -8.047435632593988 1.4052569705648381 8.564073184782927 1.519801936478091 -8.093542111432527 0.7517151491025533 8.498026558739667 0.7995071784956206 61822.34547910505 441.590316031429 -576.4667669170783 16.05130575929193 58076.59137692595 493.15701323554873 -398.12776115499736 10.571542162679629 54403.732777494886 506.82374046205473 -286.8789690822949 7.3036604043417865 65528.30992146744 1344.9122058205114 5.201434690793604 0.40791277464878356 6.167362083612605 0.6494063294156823 2.4093756714646943 0.44160775299152666 64636.08596258945 1206.086218906627 5.4664040849714395 0.27824655502687096 6.602673989081779 0.45626096844001446 2.488287957347675 0.2498857802683286 63529.78555622876 1297.792002841679 5.74007847266488 0.2537359906180075 7.0845741628260726 0.4311282135901108 5.679834191584668 0.18921575155972703
19 OMC23_20180308_00015_850 2458185.820613399 37.0 0.106 0.0137 5.418267328410722 -6.037378157463884 0.907355356274901 0.007018797629256485 -7.0 9.0 -6.918649050739816 3.5090111198104443 9.280684656917344 3.773286959221152 -6.890389677457307 1.0801908876223445 9.157027772285858 1.1811500155552463 -6.9033078602889475 0.8837512767337028 9.097762058987655 0.9324023681914091 62908.267754329856 431.30974761933874 -570.3688829817261 15.677618915601228 59222.88166819396 493.24654400983576 -394.7268031871309 10.573461359648288 55662.145764474495 509.9889983916101 -286.8217232881745 7.349273861768874 66786.47484183055 1473.981609197349 5.295746860537972 0.45995753759114705 6.027729102701483 0.6547790558162084 2.3966606820152325 0.6237935903241849 65812.33129615153 1262.971181507641 6.539952634584716 0.46172060561668804 5.58131486364397 0.3038969515327209 4.09653116240387 0.30595328342122513 64648.202705307514 1323.5365614041973 5.859539072671414 0.26998339858240533 7.093393872393396 0.44035651964554895 2.5877357904229807 0.2086217310353744
20 OMC23_20180906_00015_850 2458368.1421644017 59.0 0.114 0.01203 0.5711691035093498 -5.932411829504148 1.0543920549864558 0.010540141013714767 -2.0 -2.0 -1.877534447328486 3.137642395270873 -1.804765290008902 3.3412537594417766 -1.8805689975219195 1.0757324090208356 -1.811743126425597 1.167250352343698 -1.8904954803839757 0.8610265678190951 -1.828119267513756 0.9237881055064623 69781.70929501737 506.9210819149369 -586.9059798324895 18.426004829751122 66232.63017831366 552.3632030913402 -418.09654304504517 11.840713429988687 62667.70766829766 555.310622515376 -310.2576551839712 8.002388014981163 73009.7888122426 1119.3730491578895 6.877553831200351 0.7672457322322468 5.575466175949858 0.41620359693820297 4.45676629400519 0.23653475697852858 72222.13591700981 1079.8288811664772 5.798406987916409 0.28582812816199615 7.339068132589047 0.559646147280106 2.8791681619585474 0.14515036360301603 71176.34422978449 1212.0696749030917 7.875222379127134 0.5389720764471425 6.054940630150424 0.25930587862920473 4.44322568421175 0.11722117995427803
21 OMC23_20181004_00052_850 2458396.059976902 56.0 0.117 0.01075 2.698128716870409 -5.585363830195256 1.1011799977308105 0.01386466178058312 0.0 0.0 -0.08778993794828693 3.2795433362404967 -0.09710095410335384 3.4297485192741335 -0.07831241661426702 1.381768944521238 -0.06653392258127155 1.4629198128031127 -0.06439556367490695 0.10653067641270793 -0.047805739813668424 0.15743156757734128 69609.09862439636 503.3468681307882 -590.6251786097927 18.296086186158135 66026.87351789893 546.8727054838746 -420.2123205469874 11.723016622900303 62438.997624482 547.5826734930071 -311.6828414179848 7.891023154031767 72914.06492910277 1158.0866418295595 5.540901467618211 0.4222701381398903 6.798968258576548 0.7657549293275888 2.872474478416277 0.2504107530030368 72095.47274931811 1103.4999458268885 5.771933205430966 0.2884029220565462 7.273234811065277 0.5568388577090153 2.86951971775256 0.15089752790433977 71032.00523011602 1232.0603114998116 6.030762407082743 0.2609904656738883 7.807862116426943 0.534615927782405 6.005685609141513 0.12106104259301763
22 OMC23_20181102_00039_850 2458424.9394096993 46.0 0.112 0.01171 0.96064757249005 -4.099447746514483 1.0066201578067466 0.01480308200480743 -5.0 -8.0 -5.098107379480666 3.4178574642643227 -7.7959238712022625 3.7046408164629385 -5.064676810130209 1.2400908697290551 -7.763120805353395 1.2726340210342078 -5.056388099393843 0.8318035302608261 -7.803807562554368 0.9079558132525466 73930.34555937586 579.354538045014 -600.9604869490059 21.05887874471158 70450.57370159369 612.8350473468499 -435.713094389062 13.137015928450428 66848.27074573551 610.4535029745985 -326.80477050578867 8.797032843557924 77045.30323695077 1071.4254530825006 7.300251806734922 0.8468793647877324 5.602733715571566 0.3892802913540962 1.403970971683818 0.1669490322644876 76285.96731936888 1031.5273493027883 5.825869960338484 0.265239830277192 7.7781896942425055 0.6104324968036368 6.098881086934541 0.10604846720504225 75310.55860994697 1155.698010074858 6.0685364106863044 0.23719966754697375 8.294272436925409 0.5728910799301645 2.939740476895282 0.08826334244417335
23 OMC23_20181203_00055_850 2458455.9553587995 64.0 0.085 0.007756 0.15409355242206285 -3.605813019157763 1.162422771408538 0.0033501972023503223 -10.0 4.0 -9.957183088476086 3.5416567053730272 4.0300305274852235 3.6744144311976057 -9.973985462561046 1.312018575190142 4.012966282424713 1.374834137610095 -9.9954270323625 0.10490320579004256 3.9949504617912055 0.1542767191012585 68242.20125902382 492.44756792200474 -588.6329234514112 17.899909045236072 64752.636573207084 526.6501480842652 -422.79167422593383 11.28951645612615 61168.121089120876 527.1187489701252 -314.5217552647299 7.596124714256852 71442.39785233262 1112.2378668672743 6.808559486546559 0.7036016626874694 5.4932815411215925 0.3820546577159623 4.250405831315545 0.27262665865617275 70669.06081600089 1057.6398635002702 7.248608293006547 0.5092411555081451 5.721442571801695 0.2645195921090125 4.277184070297809 0.16178716460286532 69669.44410976762 1179.5466547066367 7.732284501549105 0.48306573661114655 5.973560079207346 0.24137179484708327 1.1509358209208953 0.1289183508738339
24 OMC23_20190102_00031_850 2458485.8895602003 63.0 0.099 0.008567 0.25421549541444244 -1.8922885792843978 1.1247138437887327 0.004349943746993407 -12.0 5.0 -11.678280889461746 3.9920001160224916 5.050258262966196 3.978754779718306 -11.806102156983798 1.2792849583813555 5.042637202620767 1.2995527048504805 -11.755750014911882 0.6931037868335955 4.991159178214076 0.8002820089356876 67217.10778795788 480.6668747063067 -592.1284437745999 17.471694127032706 63689.50497391251 512.959556168737 -424.5083036966454 10.996038585117647 60048.98690649535 517.0342910995091 -314.5463187762828 7.450801168684572 70472.29438825202 1135.28943087757 6.708075191190324 0.7086984253266231 5.428116842606891 0.3871306670079343 1.150312891472689 0.2706844103562498 69682.05405918659 1075.1918785988387 7.141659195493719 0.5099680781818444 5.660442723590944 0.2672451379903907 1.169360538210337 0.1621136120389856 68685.60447756597 1192.2474001464923 5.9118757871957675 0.2422298695891201 7.597349675478898 0.476348646946475 2.747037592936731 0.1306943053013733
25 OMC23_20190205_00037_850 2458519.8649537005 51.0 0.053 0.008279 1.825919302483021 -2.7447586890300792 1.087023950896621 0.009766193552998478 -10.0 8.0 -9.88036043675396 3.2949168660524912 7.791810933050442 3.4636681233490116 -9.840270030733109 1.4068328535356436 7.754181423940963 1.473206280029126 -9.861017747790498 0.8127919637486251 7.746213895279425 0.8582396298100538 65681.47679791939 463.32560556104283 -607.4544054059883 16.841358869279162 61840.44455003691 513.0646836816245 -424.85555204842547 10.998292176770965 57962.99925866176 529.1591654789169 -307.5182756187883 7.625528422412592 69318.94260048357 1290.8513608747605 6.3310034995807065 0.6507031004682456 5.2687944362930486 0.391217114526216 4.107923084130832 0.372116496894849 68459.54299396004 1184.9365791167072 6.744304733332943 0.4608093231194242 5.5123325669649565 0.2687350573473612 1.0143187732148782 0.214572882095509 67382.71626964242 1290.597998096145 5.769708616911355 0.24413604018368137 7.19140923025145 0.43038223582517365 5.752261791580395 0.16708320858570871
26 OMC23_20190310_00014_850 2458552.6959374994 64.0 0.076 0.01266 2.3342556318268204 -4.088806713160675 0.8204226479060308 0.009135254658124823 -10.0 4.0 -9.964689331186577 3.6688637342490917 3.680706208946077 4.032323090197283 -9.976765980052647 1.4914577926835 3.702836363792983 1.61445984394832 -10.021214088884875 0.56591649752683 3.6837510765319337 0.7417613615076323 71253.71808761221 519.0680338078091 -597.7059708575259 18.867532837861454 67704.96369976732 540.3996975099639 -428.7485620916343 11.584258271103199 64149.607966399344 532.7783653186459 -321.26581707171266 7.677683508367034 74670.82572017073 1220.1237408614286 5.4856952482614565 0.40898515017797366 6.90295492611581 0.7917664861398491 2.7581748381568763 0.2542707630037801 73812.28352231011 1125.8005139288757 7.388493088521381 0.561451620481799 5.74452510816927 0.2770939243874664 1.200937062427088 0.1506043410950435 72722.65551861367 1237.4064960750434 7.909584288431879 0.5271003903020728 6.029182153284436 0.25119961660421614 4.344136373702479 0.1219389005546381
