# Epoch Name JD Elevation T225 RMS Steve_offset_x Steve_offset_y Cal_f Cal_f_err JCMT_Offset_x JCMT_offset_y XC_11_off_x XC_11_Off_x_err XC_11_off_y XC_11_Off_y_err XC_13_off_x XC_13_Off_x_err XC_13_off_y XC_13_Off_y_err XC_15_off_x XC_15_Off_x_err XC_15_off_y XC_15_Off_y_err BA_5 BA_5_err MA_5 MA_5_err BA_6 BA_6_err MA_6 MA_6_err BA_7 BA_7_err MA_7 MA_7_err AC_11_amp AC_11_amp_err AC_11_sig_x AC_11_sig_x_err AC_11_sig_y AC_11_sig_y_err AC_11_theta AC_11_theta_err AC_13_amp AC_13_amp_err AC_13_sig_x AC_13_sig_x_err AC_13_sig_y AC_13_sig_y_err AC_13_theta AC_13_theta_err AC_15_amp AC_15_amp_err AC_15_sig_x AC_15_sig_x_err AC_15_sig_y AC_15_sig_y_err AC_15_theta AC_15_theta_err 
1 SERPENS_SOUTH_20160202_00058_850 2457421.2566782013 55.0 0.093 0.01171 0.0 0.0 0.9642893940967802 0.010728024019502319 0.0 0.0 0.0 0.14658576251074265 0.0 0.2468818408374976 0.0 0.14932969785666286 0.0 0.2591910611730149 0.0 0.15868104190767937 0.0 0.28162642571453317 19153.063322957838 115.7190658275832 -193.36030426972735 7.641093998219168 18898.891398275497 131.2749694559456 -169.53092551909003 6.275375580313174 18601.292996006763 143.4893234138452 -148.4101206390992 5.215673765038711 18280.62649186063 396.34192160780947 6.529903366057235 0.4106426772467788 9.37062980612815 1.159822945744096 6.150837270098787 0.12065148148161466 18150.287920190785 362.03292649828757 6.649801282127735 0.2988478775004703 9.657735346643735 0.8518649079652583 6.1120702992073515 0.08758087939968472 17950.352632777165 371.05382771749566 6.814987527928593 0.26343462645067356 10.102361935463327 0.7726215762711911 6.082459519820313 0.07450534210305067
2 SERPENS_SOUTH_20160223_00065_850 2457442.2645138986 67.0 0.053 0.009764 0.563076159277626 0.32939360881980373 1.0419106517375334 0.0115673394259348 -5.0 8.0 -4.972925745538305 0.09971756504353771 7.8962119704015095 0.17061027671429158 -4.974691201219713 0.12120176685902907 7.867958494975085 0.21244755150233685 -4.97659028363546 0.1375574011766547 7.842227515449736 0.2459358904798732 20398.905737003075 123.40824858232752 -196.46089586595846 8.14882185916169 20144.213816953485 139.87496763322815 -172.5189345693223 6.686483771003065 19847.789660576684 152.79265735028298 -151.51957603181376 5.553839303468871 19486.282777525972 400.50683639755454 9.790815500355238 1.22226517703904 6.673554771582848 0.40803118865277604 4.493213779522024 0.12027363886385127 19366.943333521616 356.83187660592847 6.778207902352119 0.2873242685655095 10.066010684050257 0.867003556873194 2.897294667547724 0.0838221569770694 19176.305535827843 357.7984814884344 10.518155808739648 0.7652138922495062 6.933623460971428 0.24639912491779248 1.307185546944117 0.06883205405765597
3 SERPENS_SOUTH_20160317_00052_850 2457465.153171301 59.0 0.042 0.01292 -0.3165178439381272 0.5678565130885715 0.9022730273488716 0.00882968784163168 0.0 1.0 0.004823994921139274 0.09589957106752231 0.9860547450804233 0.1619901813696557 -0.014905687538401935 0.11501288081778482 0.9762740800928782 0.19970201776334284 -0.03172193406331303 0.12961899914564487 0.9657085616044583 0.23020788339206977 22568.819594807097 109.57626507010022 -200.74870261982065 7.235476296491743 22332.28763779985 127.83921692677433 -178.62661720769597 6.111135326322776 22068.77032580049 142.79759988236128 -159.95978894314158 5.19053035259583 21602.78253519102 422.70358817274104 9.882941493308152 1.223778938943676 7.094878534961931 0.4678224934586755 4.634318726643047 0.12977265020623852 21527.92996935371 365.344690157768 7.127816283858244 0.30675838658355603 10.039987467816186 0.8121370521266653 6.153542059324345 0.08641742845507379 21372.225192224338 360.2075095664169 7.227514167477809 0.24996069605749213 10.3987492186335 0.6856652988774925 2.974469037734914 0.06881754026558673
4 SERPENS_SOUTH_20160415_00048_850 2457494.0518633984 55.0 0.04 0.01065 0.49687033714944534 2.1077881442539943 1.0764624971650802 0.010698090425084388 -1.0 -3.0 -0.7100853025107483 0.10366036377047241 -3.1072673696992297 0.17551667418018005 -0.7102336742371165 0.12470073177602585 -3.1139118110857567 0.21730820904072823 -0.7102138812434475 0.14104189167864115 -3.120020743222028 0.2516826511320437 18616.838527297292 112.69593907924181 -189.21410805739933 7.441472695127333 18376.944863665878 128.1675291036899 -166.77472162227647 6.126829746416668 18079.221494385274 141.22912386040494 -145.63330648926294 5.133518067833671 17782.425605351673 384.0014847110252 6.47763640216456 0.3999886562626184 9.264333589300142 1.1171329477481147 6.144805318708604 0.11981873061190626 17653.349930603883 350.54533759863415 6.592071487532826 0.290631803878077 9.579456339135085 0.8278115789583117 6.104598039146526 0.08631478047151969 17462.790026428473 358.38583352866567 6.743218860902753 0.25460388161332825 10.025168335406915 0.7500338748553737 6.075341971574051 0.07275622024436623
5 SERPENS_SOUTH_20160521_00044_850 2457529.914409701 42.0 0.074 0.01297 2.560984737687822 3.2924709251291957 0.9754860695728501 0.010270849478913916 -3.0 -6.0 -2.779091810212151 0.09917011755956345 -5.975275933005662 0.17400622937747878 -2.791619768650179 0.11925885328571831 -5.9802289181350545 0.21421987838094822 -2.8005144138852813 0.1349865956074991 -5.983823515225225 0.24701688952805678 19749.077792455115 124.36612273331394 -193.9053877401054 8.212071512991374 19504.837942131275 139.84520998856334 -171.02538501171676 6.68506124678202 19222.744243280144 151.71904484123468 -151.00693932982466 5.514814714113361 18876.15398512812 396.7201487358678 9.648069000431745 1.2314258179414914 6.551629873079387 0.4029264152218262 1.487660409120581 0.10941268365682644 18776.593102738767 353.2966142594602 9.825668638606041 0.8509335528172056 6.643829877139501 0.28206603653837703 1.4412057579210567 0.07796169503478433 18593.228797263168 361.0308735080199 10.222954304917069 0.7566965515558127 6.792401409124689 0.24592030823943403 4.54566817489904 0.06651091170749726
6 SERPENS_SOUTH_20160721_00011_850 2457590.8550926 67.0 0.077 0.01162 1.9487972808602947 2.2834599933105437 1.0098356393802794 0.007027556304484435 -6.0 8.0 -5.952885759942092 0.10228602074403988 7.94610326781131 0.17403228139719723 -5.95775996713661 0.12465956545184521 7.936062630778963 0.21673124776332148 -5.963553152765712 0.1423481474109733 7.925446195774867 0.2519497595666849 19701.322428144987 124.32762885475587 -202.12726480307074 8.209529699019537 19424.918063761168 140.17978883965534 -176.23341855596144 6.701055333268981 19111.744714242308 151.677715554653 -154.00821533871766 5.513312438975222 18796.300423096625 408.68781432975 9.35219750284115 1.1415397555161788 6.4502304064756855 0.39507504136325833 4.514947524596158 0.12101626149367181 18657.282295633733 374.00176766914035 9.6347954025522 0.8383267640533885 6.578553615328204 0.29004068903024705 1.3413587632519064 0.08837295715502824 18443.51207790959 382.59467907577624 10.08786538146423 0.7606935620774768 6.754213432984582 0.25722417038249534 1.3165828742425156 0.07520501863747459
7 SERPENS_SOUTH_20160827_00017_850 2457627.7498726994 67.0 0.092 0.01184 2.1240118474567504 -0.8477844214826824 0.9676306991639959 0.009890378916555052 -2.0 9.0 -2.062530273478103 0.09936452429913128 8.974500518423298 0.1726581929264061 -2.0757930129364297 0.12105174406626955 8.96125220633931 0.2151786482861395 -2.087615550318219 0.13792240147182036 8.9459358505095 0.2494958947558159 19737.84086906249 126.85872250231407 -194.19744460829256 8.376661427046718 19480.39787731606 142.41733032446072 -169.9475004009834 6.808017081867751 19185.734249311045 154.20734739675856 -149.06703304623383 5.60526171315351 18851.67680964042 392.07981339202445 9.75223535976441 1.2333544251593238 6.552207211990293 0.39438774016086003 4.522689873455562 0.11260444852048539 18730.568686855502 352.44633284821293 10.012566549798974 0.87916582933118 6.66883872936713 0.28208487945184557 1.350486908546364 0.08050025313843764 18540.099446096305 355.81594831208616 10.450903496152135 0.7787635792080416 6.830896257700238 0.2446906099355128 1.3269983060859498 0.0673944949247361
8 SERPENS_SOUTH_20160929_00018_850 2457660.7601736 52.0 0.083 0.01214 2.076370467118248 1.1047076665418174 0.9175837980918399 0.01171358545105603 -10.0 14.0 -9.709088453301547 0.10273020907551976 13.986712518804495 0.18154918163072659 -9.710371756884115 0.12357823049982324 13.969500715320777 0.22363509795803632 -9.710937364829789 0.13980928237410212 13.953579109522877 0.2576034465984017 20326.496165327986 140.67405605308684 -206.00408325348508 9.288907379809004 20046.431491154148 156.34491602916475 -179.7420172549192 7.473801551149582 19734.04949935891 167.73891745256708 -157.5875883081028 6.097118943862886 19400.190759731227 421.51806099085314 6.400043353770418 0.3891907688714146 9.704923824890546 1.2891039498405599 6.157023479982376 0.10546550493427007 19269.79189220194 383.1501644548642 6.525834886130277 0.2833091003150326 9.935246318171437 0.9226167128509585 6.116960514045351 0.07767185979057602 19065.929693966722 389.85857687603766 10.359025744171602 0.821449010347376 6.6902188362906 0.2485439594981924 4.51411049279344 0.06645913433427376
9 SERPENS_SOUTH_20170222_00081_850 2457807.2576851994 67.0 0.099 0.00857 -1.653243579770583 -0.20082203342403537 1.1445282234427692 0.007239643036026932 -3.0 8.0 -3.126773787250414 0.10226103551889647 8.058276471412796 0.17390124462600773 -3.13274312873412 0.12453145393921249 8.060863304190605 0.2164368599707725 -3.138296433748337 0.14172568249337344 8.063242505597373 0.2506188640107156 20305.60687889187 124.85636188356344 -203.01292570930013 8.244442626790773 20037.219311708213 140.08334116020944 -177.74775056154544 6.696444749046341 19720.70238335276 152.17426507495335 -155.32811360119067 5.531361448661466 19386.169902009042 410.5482477603114 9.478878525611524 1.1550179496106205 6.550748372336966 0.4012956121662107 1.374209022894712 0.1213235903274426 19247.97898506635 373.4233918171186 9.765471369864862 0.8421607051934296 6.67922213205615 0.29195682883102997 1.34157209978066 0.08784841278113929 19037.668253413205 379.2128754985724 10.218843973755005 0.7564953127899878 6.852189498109397 0.25589771890226415 1.3166378670832908 0.07395078635403898
10 SERPENS_SOUTH_20170322_00094_850 2457835.087465301 45.0 0.068 0.01018 1.1645620278229714 1.7515517980311475 1.07004772260837 0.00917516232238048 -3.0 -4.0 -2.8335002967550906 0.10094751219834568 -4.103339428118744 0.1736881754515993 -2.8171125221635407 0.12248008009083948 -4.09437957790675 0.21558293918030444 -2.8022231081037035 0.13932365069874955 -4.087051360429797 0.249660566000942 19215.361560851114 120.66782246057429 -197.34314756262452 7.967867584040643 18964.091517799814 135.93986529682945 -173.76105626272323 6.498372965930109 18659.919915978113 148.47516509536086 -152.20700301292007 5.3969034158817895 18357.249867350907 393.15613493334877 6.407939684048252 0.3855379520424527 9.248826092278785 1.105398733362693 6.155551168607905 0.11398359192502208 18230.299223109443 360.436351462639 6.521524661713957 0.28165647341658784 9.507987806326662 0.8090959226409487 6.113646764952598 0.08357414305550812 18034.065694394943 369.3183619879464 6.675668111347358 0.24800745080972647 9.925336941593407 0.7296367829921784 6.081942696620011 0.07129708251376707
11 SERPENS_SOUTH_20170419_00036_850 2457862.9791087992 38.0 0.109 0.01508 1.630705175008826 1.5502892736184786 1.0152438701835182 0.008000117445261173 -5.0 -5.0 -4.9169700379245 0.09692119041684806 -4.974956825090942 0.17026716841978007 -4.914424186883963 0.11775433719793067 -4.957244814829977 0.2110102891526342 -4.910763013588479 0.13419275849174186 -4.940551718281455 0.24442099493395208 19610.679705592418 124.81575428042842 -197.05523048613918 8.241761219816727 19349.151710033835 139.68236361400162 -172.365151148773 6.67727673920838 19056.196946803855 151.16783172103007 -151.61829953024733 5.494778824587158 18731.156341782167 399.607566273145 6.4965405964213785 0.3991149437674298 9.486415616204225 1.1872689922898227 6.175076971796724 0.11243904439258871 18612.636484976454 361.09287635448635 6.607491173265126 0.2863192562330083 9.71653536128444 0.847151339624501 6.1334612013158125 0.08139037841644844 18426.869822825334 363.34810408514613 6.757354707454127 0.24634529804179145 10.118764482554818 0.7444448582913261 6.101906253487114 0.0681780740771902
12 SERPENS_SOUTH_20170518_00037_850 2457891.9439352006 49.0 0.042 0.01078 0.4518307818208163 4.3865085441942835 1.0846890959512878 0.01061005869730744 -3.0 -4.0 -2.9050808826049206 0.09961900180907965 -4.04338464668561 0.17544901685802697 -2.9017412359185926 0.12131084216100792 -4.028459020772232 0.21807656299712364 -2.898825627922804 0.13808012600449454 -4.015645498873766 0.2521184110089639 19488.33896643637 124.74214062225572 -194.2524373082025 8.2369004796743 19255.922090178963 139.1230461523099 -172.5361266509333 6.650539511177776 18962.244077072 151.4376028397728 -151.71988238176718 5.504584681383289 18635.146623083325 394.93487370741474 9.487142563757967 1.184837991348919 6.473269535773844 0.39353086193988374 4.639388380253992 0.1087843212045922 18517.750782160114 362.85474033995735 6.583009621900901 0.28695780126720843 9.70787020116267 0.8576177569075731 3.017265268463829 0.08029835342152977 18331.685741029924 373.0021858185562 10.093422710855116 0.7659321577681089 6.7311685006841735 0.2520679869924502 1.4056416999061279 0.06921096400089863
13 SERPENS_SOUTH_20170616_00021_850 2457921.0154744983 59.0 0.104 0.01088 1.2417661393692039 2.996888724901893 0.9920760813369195 0.010648641917490945 -8.0 9.0 -7.910545840939022 0.09322067546419749 9.029284807840895 0.1662916467226307 -7.902742163388723 0.11309327804083924 9.01029799642518 0.20524517291090397 -7.895782956354935 0.12869321504752093 8.992961813682768 0.2367899950214782 21258.96562098893 147.44937957667716 -208.24933028854264 9.736291643206256 21001.362969448906 163.5911002652193 -184.03890521152547 7.820193019166265 20696.42586104706 175.7461254880282 -162.42869392050085 6.388171768106556 20336.031340374415 409.7672880111872 6.450725558938937 0.3660190709756109 9.898630570011708 1.2489618228517259 2.9531947331479755 0.10094182139800363 20237.226711494503 356.0091495200671 10.036213995651982 0.8306257108946997 6.544038363368188 0.2512472507509325 1.359893192094872 0.0700792259072999 20057.062697952293 357.81019643691536 10.381424662994945 0.714864830712227 6.687323057120137 0.21607174123616202 1.3422575697216184 0.058747619560653434
14 SERPENS_SOUTH_20170714_00011_850 2457948.974918999 49.0 0.104 0.01391 -0.5703542449267632 2.938889717618814 0.8466098550327467 0.012949511557370163 -9.0 13.0 -8.849534092486977 0.08602158767797062 12.885227000673211 0.1578246183546343 -8.828648595660695 0.10575819676130875 12.86155441236545 0.196812679822061 -8.811153714810786 0.12116487086451538 12.840407383090565 0.22799647014271665 23096.652223687055 165.94143649581974 -215.65432201573577 10.957348332883335 22840.310459051725 182.54540095251713 -191.54582116391856 8.726271040458421 22542.916874339786 194.55108040615502 -170.47220888503577 7.071710477397595 22121.41152027042 427.2626122718739 6.54974123247896 0.3653536879935625 10.437189267723511 1.3955130613493811 2.9556492254279307 0.09367244681981024 22046.856930032493 359.4235865452847 10.453412008830798 0.8654881119978517 6.628024094576385 0.2406142396568501 1.3675210911339832 0.06313198636123242 21882.468960045986 355.2184279094322 10.728484915693894 0.7151548356796086 6.7614677065925015 0.20200928970504142 1.3530385458638177 0.05217786325194106
15 SERPENS_SOUTH_20170812_00022_850 2457977.790381901 67.0 0.097 0.01007 1.6712785137979542 0.9367235443124333 1.0473443786315841 0.005037506390847985 -2.0 7.0 -1.9003440014944886 0.09843430712605299 7.094498878903039 0.16434239120312422 -1.913639798008603 0.11933325606535575 7.08846664082364 0.20443504521746372 -1.9245376039148425 0.13580681740463169 7.0814280959764915 0.2377003201652265 20706.301704454283 113.8273060685875 -201.44360542647019 7.5161785169445245 20456.6807075596 131.39917626416073 -177.9723309623948 6.281313017086518 20161.11422723968 145.91826193144487 -157.04931023727823 5.303962879206664 19797.252897384184 402.4122828485673 6.681293952052147 0.40646749283245004 9.420580807540738 1.0869818301041738 2.9414514923369524 0.12717990212362973 19686.017685559713 358.2075556985612 9.681853004408929 0.7697879954178654 6.757326730071634 0.28229987877603885 1.3388346863502738 0.08748568741157774 19497.62697650243 362.3542050864958 10.113802951458608 0.6854074812935582 6.88892257268881 0.24202521302317967 1.3156182044140834 0.07164011157204037
16 SERPENS_SOUTH_20170912_00018_850 2458008.7566782013 65.0 0.101 0.009999 -0.10850260395498183 0.7522979083415127 1.0802146580654417 0.019553217962651234 -7.0 11.0 -7.063645339545587 0.09809729995369607 10.920967956012959 0.17374308289376916 -7.067218662272097 0.12017898417329247 10.89281776550618 0.21704160666250671 -7.069947311245585 0.1376137684989785 10.866591565700702 0.25249546954215196 19172.884234916703 137.07577322075934 -197.92136171560549 9.051307871346074 18917.533911168302 151.81860424924812 -173.93723701447422 7.257429026926606 18610.41252972227 162.96938774813682 -152.14498939070876 5.9237519170043464 18315.678788873178 391.8765538975172 6.284014417270286 0.3629638722743611 9.540731539182968 1.1984163273116277 6.109732076860645 0.10341126024849641 18188.79926212299 356.28267595679534 6.408079527421029 0.2653712991986866 9.778970786601896 0.8623257218360008 2.939454547442487 0.07574545187125489 17992.412821280428 366.25401960343123 10.18411263492593 0.7749071357854731 6.571197202459958 0.23634076294141051 4.487627113124823 0.06539586761981957
