# ID Name UT JD Obs Elev Tau225 RMS RMS_unit Cal_f Cal_f_err Offset_x Offset_y
14 OPH_CORE_20170812_00017_850 "2017-08-12 05:57:57.000868" 2457977.748576399 00017 44.0 0.103 0.012 Jy/bm 1.0234934148428207 0.017154523588534698 -3.6455091100792103 -0.6296537038643635
15 OPH_CORE_20170912_00014_850 "2017-09-12 05:14:30.001853" 2458008.718402799 00014 37.0 0.104 0.01483 Jy/bm 1.0287902813390208 0.018527849748883777 -0.5056610425869807 -0.5462057729698699
16 OPH_CORE_20180116_00077_850 "2018-01-16 18:44:53.001688" 2458135.281169001 00077 45.0 0.041 0.009013 Jy/bm 1.1700454959300854 0.03120240279508749 -2.6883710181484437 0.14718883923490825
17 OPH_CORE_20180310_00041_850 "2018-03-10 13:52:30" 2458188.078125 00041 40.0 0.099 0.01244 Jy/bm 0.9891953539565757 0.01472763525256407 -3.8911669420810617 -1.0627195986451454
18 OPH_CORE_20180427_00012_850 "2018-04-27 10:26:34.998658" 2458235.9351272993 00012 37.0 0.063 0.01125 Jy/bm 1.0318771609025406 0.021489681121846026 -6.992814074660572 -1.1466291037741883
19 OPH_CORE_20180614_00024_850 "2018-06-14 07:25:00.001788" 2458283.8090277985 00024 39.0 0.08 0.01006 Jy/bm 1.0544862680752345 0.013614881601720467 -3.1909935452881384 -0.16334196973843973
20 OPH_CORE_20180910_00010_850 "2018-09-10 04:27:58.996754" 2458371.6860994995 00010 42.0 0.085 0.01125 Jy/bm 0.9539874073581653 0.017045291947697584 -2.327529607638945 -2.4243100322379227
21 OPH_CORE_20190114_00079_850 "2019-01-14 19:37:36.002033" 2458498.3177778013 00079 44.0 0.05 0.01027 Jy/bm 0.9272587554066678 0.03271376588932999 -2.9491865059149713 2.5780534574394665
22 OPH_CORE_20190216_00033_850 "2019-02-16 15:04:16.003118" 2458531.127962999 00033 37.0 0.036 0.00891 Jy/bm 1.1177374611598996 0.02408341868627622 -1.9712693188289312 1.5870953895870343
23 OPH_CORE_20190316_00055_850 "2019-03-16 13:15:22.996831" 2458559.0523495004 00055 37.0 0.034 0.00974 Jy/bm 1.1247560927914222 0.023277064992856884 -6.332849332276755 -0.6338597293368873
24 OPH_CORE_20190418_00035_850 "2019-04-18 10:36:40.999796" 2458591.9421412013 00035 33.0 0.043 0.009643 Jy/bm 1.1090085389327853 0.03289014870314768 -0.6134660032721188 2.651405903993691
25 OPH_CORE_20190520_00035_850 "2019-05-20 09:41:01.000371" 2458623.9034838006 00035 42.0 0.086 0.0102 Jy/bm 1.031127048188858 0.034635964419238725 -4.885870279870131 -0.4686597946875537
26 OPH_CORE_20190707_00015_850 "2019-07-07 06:02:20.996218" 2458671.7516319007 00015 39.0 0.116 0.01564 Jy/bm 0.9424541220015211 0.031833406185638874 -4.004922538607326 -0.7661970209551328
27 OPH_CORE_20190813_00021_850 "2019-08-13 05:55:01.997674" 2458708.746550899 00021 44.0 0.102 0.01244 Jy/bm 0.9602260857445395 0.028136997438014264 -0.3075920729910488 -0.3986553087093411
