# Epoch JD Elevation T225 RMS Cal_f Cal_f_err JCMT_Offset_x JCMT_offset_y B_5 B_5_err m_5 m_5_err Covariance XCorr_offset_x, XCorr_offset_y
1.0 2457421.218263902 45.0 0.091 0.01223 0.9606916925620986 0.007591913936993416 0.0 0.0 1.000000000028682 inf -2.1811441541785825e-12 inf inf 0.05194679523310697 0.09777576123263998
2.0 2457442.166574098 49.0 0.05 0.01112 1.0207988128578933 0.007806258514795058 1.0 0.0 0.9848457482546049 0.001231125539670686 -0.0005529628088778438 8.129297636512545e-05 -8.690239578167637e-08 -0.08185274395745523 0.2246995427745162
3.0 2457465.1380439997 57.0 0.04 0.01212 0.9404651920834283 0.013879800381690937 10.0 12.0 1.0559169730183426 0.004426599821603582 0.0017403624886568325 0.00029229465136366083 -1.1234856032527592e-06 2.6411369617401874 2.472297376072305
4.0 2457494.0362153016 50.0 0.04 0.01044 1.103520335867204 0.008767480763218795 6.0 4.0 0.9393913838493952 0.002355115235993964 -0.002374615846463035 0.0001555115970184434 -3.180177213633084e-07 0.8179133512271619 0.031985786424712614
5.0 2457529.884687498 35.0 0.077 0.01387 0.9796250535474303 0.007272257206328289 -13.0 -12.0 0.9961862949205361 0.001439218755395787 -0.0008238402559712643 9.50336622666245e-05 -1.1876286849283723e-07 -1.8016067470409212 -1.4198917577556642
6.0 2457591.9213426 61.0 0.096 0.01196 0.9788458924873453 0.010333127885845216 -8.0 13.0 0.9648064523878176 0.0032866822751431795 -0.0011358463927337858 0.00021702430208608367 -6.19359037740852e-07 -4.639448185398095 13.946262814940184
7.0 2457627.7081480995 63.0 0.087 0.0111 1.0015163020974538 0.00798446477970723 -16.0 1.0 0.9566929757061363 0.0021819594034915364 -0.0019941123355209367 0.0001440778744766729 -2.729734023299279e-07 2.449456851232867 6.127264377795115
8.0 2457660.7166781984 63.0 0.094 0.01248 0.9521702916497568 0.009485366962850055 -11.0 15.0 0.9867287918336326 0.002642661181320107 -0.0020037011942681815 0.0001744986629999332 -4.004146539753582e-07 -3.4235143651722524 14.193131599519745
9.0 2457807.154189799 45.0 0.097 0.01019 1.0623664268473898 0.013887387990152444 -4.0 -3.0 1.0329875277849836 0.0022786136792908897 -0.0008471874192035322 0.00015046007872119796 -2.9769282116849384e-07 -0.85546104042308 0.8905195019122516
10.0 2457833.0768286996 41.0 0.066 0.01058 1.0165037951879832 0.00750315395636542 -7.0 -7.0 1.0469093760388135 0.002639723493700093 -0.00032091486857721563 0.0001743046473819528 -3.9952474128777803e-07 -0.7743812990559604 -0.8512823614292699
11.0 2457847.0582176 46.0 0.063 0.01018 1.0281683202588836 0.007193906112576777 2.0 -1.0 1.0448616788817133 0.0011595890633943708 2.3166206703062464e-05 7.656833772577458e-05 -7.70955830918811e-08 0.9660722741226095 -0.4904245660073343
12.0 2457861.0236110985 49.0 0.057 0.008945 1.1179315469716435 0.008603151506755452 2.0 3.0 0.977510928290101 0.0008954548669621142 -0.0015730550708302688 5.9128156513891745e-05 -4.597422561029492e-08 0.02263065924341845 0.8988324140261454
13.0 2457878.9396180995 38.0 0.046 0.008076 1.1620745109933568 0.009345200008527958 -11.0 -8.0 0.9976415763004989 0.0017015492917034664 -0.0027035119197151847 0.00011235571350549732 -1.6600305182209143e-07 -1.9826166602086062 0.11040993337422833
14.0 2457893.1211110987 55.0 0.105 0.01207 1.036332909817546 0.009857873428820857 -5.0 16.0 0.9961012724319351 0.004079146478822304 -0.0019270660302157516 0.0002693518252025275 -9.540378387434782e-07 -5.365311158444342 11.249245276748297
15.0 2457906.8700578995 39.0 0.079 0.01011 1.0690494967013913 0.012877398228803464 -9.0 -7.0 1.0510910660313637 0.003467318255031108 -0.001741789375506013 0.00022895192381605327 -6.893097139745136e-07 -1.9159459899003366 0.004906856284179639
16.0 2457921.0524884015 54.0 0.1 0.01061 1.01435790999261 0.00324685543837283 -4.0 17.0 1.0221141964947005 0.0033332639322351575 -0.0013582842883570478 0.00022010013669959412 -6.370395643700456e-07 -4.006684162911142 14.024686514857507
17.0 2457939.9728008993 59.0 0.112 0.0112 1.0121676911447361 0.007729410542156686 -8.0 13.0 1.005295490325833 0.003710941013662631 -0.0022664579830745063 0.0002450387014137694 -7.8957812526623e-07 -5.062438563592423 14.491531581728566
18.0 2457955.9226736017 60.0 0.099 0.01033 1.0226416430195615 0.001880563326072722 -9.0 13.0 1.0426576878251081 0.005503456341284534 -0.0014192786226328025 0.00036340103933752056 -1.7365931255354463e-06 -5.250103115898241 14.06072344837034
19.0 2457975.8875347003 58.0 0.083 0.009289 1.0284669305395888 0.008179075895256823 -7.0 13.0 1.0379845029846384 0.004101280024408002 -0.0010972539409827438 0.0002708133331194877 -9.644191548231052e-07 -5.170807970855577 14.16903496730228
20.0 2457990.6915393993 56.0 0.076 0.009021 1.1021902108302246 0.007516309427721522 9.0 10.0 1.0355275336154215 0.0014506099587296502 -0.0018783450916433075 9.578583609113471e-05 -1.2065027849010744e-07 2.7919380757622037 1.5618205385006831
21.0 2458008.794652801 55.0 0.102 0.01022 1.0974089099325037 0.014955732331405049 -9.0 12.0 0.9964377424601139 0.00200813556987297 -0.0023926571721519796 0.0001326000445083151 -2.312134421602884e-07 -5.555871203078027 14.842216851460279
22.0 2458022.783842601 50.0 0.066 0.009253 1.0863427403918557 0.006375772536623708 -4.0 17.0 0.9786846894042402 0.0024740414150479623 -0.0024102974783846154 0.0001633644694017938 -3.5094652823778344e-07 -4.363675089689423 13.749424055600684
