# Epoch Name JD Elevation T225 RMS Steve_offset_x Steve_offset_y Cal_f Cal_f_err BA BA_err MA MA_err JCMT_Offset_x JCMT_offset_y XCorr_offset_x XCorr_Offset_x_err XCorr_offset_y XCorr_Offset_y_err BD BD_err MD MD_err AC_amp AC_amp_err AC_sig_x AC_sig_x_err AC_sig_y AC_sig_y_err
12 OMC23_20170708_00073_850 2457943.2875810005 53.0 0.047 0.0097 6.271018693986662 -3.3967653429863187 1.16282407922761 0.01097549867046873 67846.8837645632 432.2357674073576 -749.2734230479584 28.54114069105533 0.0 -6.0 0.06931482320251803 0.7286806447059405 -5.872634699168742 0.7764860084907949 0.9464507319669441 0.0015260488640775228 -0.0005351439150915738 0.0001007671737771535 67273.92214837778 984.5408959078502 5.884912003335389 0.20747053826353104 7.789823829816849 7.789823829816849
13 OMC23_20170812_00056_850 2457978.135555599 39.0 0.072 0.01007 4.3578464978232505 -0.4271670158193323 1.01240418515657 0.019262302716398845 77511.38477163827 537.5944005985943 -800.0715721747027 35.49812119288151 -5.0 -10.0 -4.834885607271701 0.7599942712341855 -9.655251696511272 0.789117833051166 1.0802814491732398 0.003194059789842887 0.0004217156501983288 0.00021090837100652497 77025.58872345182 894.4999327785304 5.943756160185693 0.16995871981078617 8.30986610293048 8.30986610293048
14 OMC23_20170912_00054_850 2458009.0968634 49.0 0.097 0.01036 1.6614607575335185 -2.9311451561775037 1.0399720985417604 0.015054707831021657 74452.4299603604 446.61852705670907 -778.386863868331 29.490854989814384 -2.0 -6.0 -1.9392464924309252 0.502869319129872 -5.832654657152489 0.7713652534570079 1.037754078398376 0.002222808728299746 0.000237991525172343 0.00014677511293506538 73922.30210391291 928.0735278697492 8.003787302516299 0.4212277267642894 6.034816881836507 6.034816881836507
15 OMC23_20171021_00047_850 2458048.0762384012 64.0 0.089 0.008819 2.840329170075443 -4.274165102635892 1.0841999544663867 0.006401463420460016 68121.39729561807 438.59103625442435 -770.0663561787559 28.960788728411025 -8.0 4.0 -7.8530932874364225 0.6629882618359795 3.9449573670157747 0.7619669567076877 0.9506765417546322 0.001021051328412381 -0.000875202030879138 6.742146412700461e-05 67611.90495927494 971.9406120945375 7.555713694449393 0.38761530143102985 5.830958485586627 5.830958485586627
16 OMC23_20171118_00046_850 2458075.994699098 64.0 0.057 0.01036 1.5570798589429842 -2.1577903619737557 1.1031726107806947 0.00878358219608352 68356.64452607166 449.21191052880795 -779.8406069301012 29.66209988089019 -7.0 3.0 -6.935416106444507 0.6144227777073646 2.9270904411687866 0.736465759161322 0.954117480657219 0.0006952418270193092 -0.0010150980234953089 4.5907802396135124e-05 67822.55647576219 999.3903959890525 5.788944227363484 0.19572443141158824 7.568657403346664 7.568657403346664
17 OMC23_20171224_00046_850 2458112.0017361008 47.0 0.071 0.01008 0.8238518967759736 -2.889047125123767 1.016286522461985 0.00804968515964019 65911.97487918794 347.3523521934627 -792.683608147761 22.936168607218644 -9.0 9.0 -9.115975708791836 0.641391478866925 8.40443083939067 0.7577505699590635 0.9205912933473016 0.0035621122985285384 -0.0016975776211101347 0.00023521134080045948 65399.61194215805 1051.1875037244379 6.975409431698444 0.326571327485526 5.810839884027811 5.810839884027811
18 OMC23_20180208_00018_850 2458157.839837998 56.0 0.087 0.008906 6.066432043094011 -4.633392380142887 1.085390918137495 0.01165581712802095 64364.28580213552 383.0161495143863 -783.80650156078 25.291099643789618 -8.0 9.0 -8.093542111432527 0.7517151491025533 8.498026558739667 0.7995071784956206 0.8992912505829699 0.0035941135913450037 -0.0018571429685028118 0.0002373244114561447 63926.36712496329 1006.0189392926054 6.998416564006586 0.3213383843777627 5.690427496420245 5.690427496420245
19 OMC23_20180308_00015_850 2458185.820613399 37.0 0.106 0.0137 5.418267328410722 -6.037378157463884 0.907355356274901 0.007018797629256485 65526.98850635366 347.10283049378006 -784.7893082782256 22.919692177168944 -7.0 9.0 -6.9033078602889475 0.8837512767337028 9.097762058987655 0.9324023681914091 0.915117574316714 0.003494320355328451 -0.0016244614734835065 0.0002307349373222792 65038.39920574787 1051.3373527692922 7.0092814098445055 0.33661800174884965 5.809099508085765 5.809099508085765
20 OMC23_20180906_00015_850 2458368.1421644017 59.0 0.114 0.01203 0.5711691035093498 -5.932411829504148 1.0543920549864558 0.010540141013714767 72093.90423693103 410.84013671993876 -775.1155972436476 27.12835686738156 -2.0 -2.0 -1.8904954803839757 0.8610265678190951 -1.828119267513756 0.9237881055064623 1.0053114174393492 0.0014970295026077748 -0.00016826441697626038 9.88509287912641e-05 71537.4507561281 952.3019458856953 6.009728824811367 0.19874952135065235 7.778085318383792 7.778085318383792
21 OMC23_20181004_00052_850 2458396.059976902 56.0 0.117 0.01075 2.698128716870409 -5.585363830195256 1.1011799977308105 0.01386466178058312 71956.0220861285 410.0217526386191 -781.745155338242 27.074317589419604 0.0 0.0 -0.06439556367490695 0.10653067641270793 -0.047805739813668424 0.15743156757734128 1.0035139873802477 0.0013752837564528656 -0.0003171047567163132 9.08119484941508e-05 71397.67630806008 971.1011720074114 5.985337178533136 0.20063370074060002 7.711738800227423 7.711738800227423
22 OMC23_20181102_00039_850 2458424.9394096993 46.0 0.112 0.01171 0.96064757249005 -4.099447746514483 1.0066201578067466 0.01480308200480743 76153.90834174411 482.86411989571394 -781.8631590273742 31.884202915301177 -5.0 -8.0 -5.056388099393843 0.8318035302608261 -7.803807562554368 0.9079558132525466 1.061214259944489 0.0027203772437415256 0.0005056826183913454 0.00017963033939823387 75663.11318360273 885.2363210767086 6.026939483310432 0.17760435391517793 8.189615084200906 8.189615084200906
23 OMC23_20181203_00055_850 2458455.9553587995 64.0 0.085 0.007756 0.15409355242206285 -3.605813019157763 1.162422771408538 0.0033501972023503223 70494.42591386786 427.60699267901845 -771.9591492223556 28.235496067158763 -10.0 4.0 -9.9954270323625 0.10490320579004256 3.9949504617912055 0.1542767191012585 0.9833549372426705 0.001337693663429227 -0.00043791188041875095 8.832981689706155e-05 70029.12142945289 908.2614921017856 5.928512527891225 0.1812891360439215 7.639801518330438 7.639801518330438
24 OMC23_20190102_00031_850 2458485.8895602003 63.0 0.099 0.008567 0.25421549541444244 -1.8922885792843978 1.1247138437887327 0.004349943746993407 69494.88822922911 420.20231631978766 -777.490392617328 27.74655521228317 -12.0 5.0 -11.755750014911882 0.6931037868335955 4.991159178214076 0.8002820089356876 0.9697304908458567 0.0009153472697194882 -0.0007398127714386415 6.0441672136075393e-05 69052.31895562544 912.5911534865489 7.506137338649024 0.3507075292766758 5.866689329183843 5.866689329183843
25 OMC23_20190205_00037_850 2458519.8649537005 51.0 0.053 0.008279 1.825919302483021 -2.7447586890300792 1.087023950896621 0.009766193552998478 68198.46697527132 406.9522019521179 -812.3564871151019 26.871631181108533 -10.0 8.0 -9.861017747790498 0.8127919637486251 7.746213895279425 0.8582396298100538 0.9525960917500647 0.0027856112145216595 -0.001641588023694629 0.00018393786521591506 67787.84475789808 975.6531307825406 5.721455801780137 0.1795601193819888 7.104497304702911 7.104497304702911
26 OMC23_20190310_00014_850 2458552.6959374994 64.0 0.076 0.01266 2.3342556318268204 -4.088806713160675 0.8204226479060308 0.009135254658124823 73646.50050897874 458.3849086562981 -793.0828400822962 30.267805867377483 -10.0 4.0 -10.021214088884875 0.56591649752683 3.6837510765319337 0.7417613615076323 1.0269011298768498 0.0005745589731141129 -0.00019732722975662753 3.793896476227145e-05 73086.6242496306 979.9552437243551 5.984620790239471 0.19413389971344 7.813483513668486 7.813483513668486
27 OMC23_20190407_00011_850 2458580.6968749985 54.0 0.071 0.01154 4.8187408069734525 -2.7827833730784546 0.9485466391190089 0.010460220068092076 68281.09825191107 325.41358500072073 -786.0442784689985 21.48752037745897 -9.0 9.0 -8.962260025755967 0.789173616033216 8.529541023045482 0.8426010938629814 0.9528406116603108 0.0036866056161396097 -0.0010843063801977415 0.00024343181130081435 67708.90137180887 1055.0555551382843 6.005262597603108 0.21860652478360046 7.129178695268469 7.129178695268469
28 OMC23_20190812_00093_850 2458708.199930601 56.0 0.101 0.009675 3.727769123002397 -3.581441171135578 1.103382559579054 0.011538522847524104 70220.7887766003 405.74630817244525 -766.0429383690948 26.792004234000412 0.0 -4.0 0.12906308531998434 0.7227929478363405 -3.816337125494158 0.7376843948613643 0.9793159143755261 0.0018229577829076454 -0.0003633982425577109 0.00012037249678992081 69611.88721171718 1002.6918787701325 5.988330983778383 0.2142617518421332 7.736819634682464 7.736819634682464
29 OMC23_20190909_00061_850 2458736.156215299 62.0 0.065 0.008478 2.7212765191947548 -3.080639727759577 1.1318102706299222 0.012280329651175804 70253.0634092573 424.32019044874136 -768.4815493765933 28.018464833452338 0.0 0.0 0.18331328792345403 0.8320840198110474 0.12169764758147039 0.8854781306414468 0.9798508687854397 0.0004138598611437668 -0.00041183367071046336 2.732775605208431e-05 69672.9264108523 981.4752050510151 5.958018413183385 0.2029129235649171 7.736798220490634 7.736798220490634
30 OMC23_20191009_00037_850 2458766.005787 43.0 0.091 0.01108 1.9727203095265238 -2.960674549228463 1.0001677401924833 0.01885139974581014 78487.12097868785 504.79232362717283 -779.064959468001 33.33215369414394 -5.0 -8.0 -4.831950787573788 0.8821977456027194 -7.725080286753922 0.9506278045047828 1.0931251345782036 0.0007445716689201367 0.001021565602985386 4.916511737008535e-05 77906.22284737998 936.643573885898 6.1593488113462485 0.1899797362920067 8.416696957687101 8.416696957687101
31 OMC23_20191111_00044_850 2458798.9117592983 46.0 0.116 0.01181 3.987834955769582 -0.9627898797167411 1.0396715459992028 0.009042368341814145 73081.01867749024 482.802608578343 -772.6511496502088 31.880141094896384 -4.0 -9.0 -3.893106482579583 0.487693685916261 -8.805072544123618 0.7371695036329988 1.0188150853082245 0.0017835853130511307 6.234752636602447e-05 0.00011777323080190622 72533.6653218435 946.6990884449569 8.088511081193554 0.4485839632798058 5.954298029805778 5.954298029805778
