# Epoch Name JD Elevation T225 RMS Steve_offset_x Steve_offset_y Cal_f Cal_f_err JCMT_Offset_x JCMT_offset_y XC5_offset_x XC5_Offset_x_err XC5_offset_y XC5_Offset_y_err XC7_offset_x XC7_Offset_x_err XC7_offset_y XC7_Offset_y_err XC9_offset_x XC9_Offset_x_err XC9_offset_y XC9_Offset_y_err XC11_offset_x XC11_Offset_x_err XC11_offset_y XC11_Offset_y_err BA5 BA5_err MA5 MA5_err BA7 BA7_err MA7 MA7_err BA9 BA9_err MA9 MA9_err BA11 BA11_err MA11 MA11_err AC5_amp AC5_amp_err AC5_sig_x AC5_sig_x_err AC5_sig_y AC5_sig_y_err AC5_theta AC5_theta_err AC7_amp AC7_amp_err AC7_sig_x AC7_sig_x_err AC7_sig_y AC7_sig_y_err AC7_theta AC7_theta_err AC9_amp AC9_amp_err AC9_sig_x AC9_sig_x_err AC9_sig_y AC9_sig_y_err AC9_theta AC9_theta_err AC11_amp AC11_amp_err AC11_sig_x AC11_sig_x_err AC11_sig_y AC11_sig_y_err AC11_theta AC11_theta_err
1 NGC1333_20151222_00018_850 2457378.7054744996 52.0 0.061 0.01119 0.0 0.0 1.0316478369871247 0.007444994400591138 0.0 0.0 0.0 -1.0 0.0 -1.0 0.0 0.13461548724799427 0.0 0.14599894601435592 0.0 0.14276706371733813 0.0 0.1551097936268508 0.0 0.19758355311364367 0.0 0.21512729479855544 43187.58655875365 100.82508025790351 -1512.1596771820405 38.108298602473155 42605.73771711182 150.4138552087021 -1291.5640275296632 27.07758872585188 41751.380241751176 202.10714739573368 -1104.5016923144049 22.02985357997627 39851.340440894324 304.5132468836766 -838.8013371883931 20.10744172439982 43158.83219074697 -1.0 3.603211235771641 -1.0 3.7866926090007302 -1.0 3.417009873235342 -1.0 42538.6825084005 895.8128120309541 3.790914735981771 0.20218222186488136 3.9833043808572706 0.23209932236001976 3.3151976586719414 0.5993364961899216 41463.18101697993 1214.5746919699768 4.037133089078399 0.22557026813632056 4.244736939749527 0.2580103566659374 6.262060922152126 0.6131113062457331 39933.901536630015 1673.0474984321525 4.316399472514161 0.27939141973371806 4.605085686897635 0.3263764660099475 2.8548322931173176 0.6481487659505811
2 NGC1333_20160115_00010_850 2457402.685543999 64.0 0.081 0.01242 0.004120718027861628 4.802532886089779 0.9618911284081223 0.006362325923446226 -2.0 -1.0 -1.987759651832107 -1.0 -1.1324710696674174 -1.0 -1.9676697032923016 0.08838611729700585 -1.1280587654339342 0.10278322824693013 -1.9364520375520442 0.12025936113590088 -1.1208667683285967 0.13826360368670054 -1.8946972631358676 0.17736616798954094 -1.1109315458989784 0.20182300865278616 45516.49265940297 246.7749818581705 -1408.0999599250033 93.2721818833506 45028.49027834186 259.6306373407556 -1222.915846535041 46.73885650532198 44272.08050695653 291.0519938046134 -1056.4981345724518 31.72491828780173 42606.1154843622 351.68422455706104 -823.8027807998212 23.222208118288393 45489.03159350786 -1.0 3.701852904533079 -1.0 4.231607889775434 -1.0 2.8532530695550635 -1.0 44929.14165392282 771.6080580759306 3.8775289828624415 0.16925075952616742 4.460296970180923 0.2487566164053485 2.8233423888998885 0.2119916731954491 43978.51287340697 1029.7530738220255 4.094814199860385 0.1773662043303761 4.750089814472269 0.25893225803002734 2.77017946863835 0.21084523994969273 42613.58433859965 1433.785421893149 4.346289497518858 0.22164648830794162 5.12916091939614 0.32515021718991594 5.837925968210813 0.23587233911899988
3 NGC1333_20160205_00017_850 2457423.7525346987 68.0 0.037 0.0125 0.5091903537765256 4.865010475837787 0.9745107719056448 0.016206785466468983 -10.0 7.0 -10.00230365372579 -1.0 7.035564796897859 -1.0 -9.984853325187686 0.09235644069099279 7.035820530092394 0.10347949100992392 -9.957981213040512 0.12350820568852865 7.036437824548585 0.1378919343105303 -9.9243007372867 0.17904384040277854 7.039333736088167 0.19909791964431187 45469.26809352775 159.3380360054841 -1158.277708755158 60.22411613526579 45254.69895617136 167.30599244984407 -1095.802183383336 30.118520775241063 44618.14408781223 193.92975700125464 -956.3460853348655 21.138510975859916 43224.33118521822 249.93950371007736 -762.4626949366589 16.503860007443265 45504.11603490515 -1.0 4.085797325311258 -1.0 4.491594599734334 -1.0 0.3382577585311221 -1.0 45126.411546691794 722.623128064156 4.614613115599617 0.26111751170658865 4.252184676585222 0.2071187577844741 4.928138929937068 0.3467475753682436 44265.90253606247 969.8656622431913 4.521320123590171 0.22392595008816282 4.8724573997227605 0.2754972611106498 3.140983567604957 0.3594718311523997 43083.11724112236 1344.1400934505618 4.784544452448465 0.26417657556623436 5.215169278639001 0.32892591136075594 2.8647651605502022 0.41294460349898204
4 NGC1333_20160229_00017_850 2457447.7127894014 62.0 0.042 0.01093 0.30684445502356783 0.7568385104107244 0.9878985006953654 0.008283504829510761 -9.0 9.0 -9.057540874284399 -1.0 9.05622601757642 -1.0 -9.032505967333748 0.10062565422223224 9.054539961711185 0.10696354221681978 -8.994208768530655 0.13592282137195688 9.050819731928954 0.14454464944351358 -8.945234730430172 0.19830320628035303 9.048055545839048 0.21126208562235044 42311.82952988573 75.51284926212846 -1347.0616625074454 28.541174222402372 41894.03226919162 105.86490331737267 -1191.5018427254365 19.057860826583358 41061.962301010324 172.64769864767948 -1006.872645112391 18.818748118396602 39364.35156843059 267.63577332378895 -769.9287932459579 17.67236971193787 42309.92149595995 -1.0 3.792659301067582 -1.0 3.931125699222547 -1.0 3.5790724112708237 -1.0 41745.05991289225 823.367673765959 4.008264986448885 0.21677768414122747 4.11899298074534 0.2338265214947531 0.24686343758319484 1.1452399570195466 40694.38698021833 1107.327367545599 4.291540761088746 0.24014375478171776 4.415809975767372 0.2590945080725972 2.935309516380118 1.1325738341951084 39213.01573385382 1531.784921260975 4.58296059299449 0.2854452769978608 4.8507349203430685 0.3240134495260729 5.760351471816392 0.8264188092386445
5 NGC1333_20160325_00011_850 2457472.7035532 42.0 0.057 0.01171 0.7286147878140696 -2.0808050749555385 0.9072687465437254 0.010267894713001031 -5.0 16.0 -5.195154233069502 -1.0 15.884446963657695 -1.0 -5.165340777921472 0.11578734855986057 15.895642287596331 0.12355597500508872 -5.119372443318923 0.14815426002025306 15.911727262373859 0.15898028314675208 -5.060396515392711 0.20813894378490527 15.931937150636628 0.2240376416486208 44775.680090377915 95.29431613297572 -1439.337577942917 36.017867599037196 44201.893985445764 146.44545916026712 -1219.0715525982255 26.363196046888262 43343.71524988729 196.80368389040038 -1029.6869482069706 21.451771409559353 41569.1228294043 284.4590034111809 -781.7845504621703 18.783231523287444 44700.21350329956 -1.0 3.7947519794179225 -1.0 4.002103000341733 -1.0 3.5327262734635045 -1.0 43998.17303837052 942.0358139871302 4.053267551442122 0.24042550805083887 4.251959709316328 0.2745457546912153 3.4202954933386134 0.7493933204189159 42831.84578282363 1222.6949150969056 4.382060457984373 0.26994990245010864 4.573070248420144 0.3034166698438309 3.173284858297636 0.7733351076862933 41242.07557507968 1610.8241081390865 4.741699018336465 0.32125216512043486 5.011982848018027 0.36850651494409786 2.8151809830224868 0.8013789181339994
6 NGC1333_20160802_00031_850 2457603.1466551013 69.0 0.094 0.01173 -0.7202767093321012 1.7591065656180283 1.0095605761140638 0.006216555923050318 4.0 -2.0 4.001013088344791 -1.0 -2.0906507503181615 -1.0 4.011249188927877 0.0890845768428424 -2.0893166135799675 0.0994304451549012 4.029018948427705 0.12318767641942178 -2.0882430922783612 0.137045055014723 4.053027388869282 0.18418853377743394 -2.0861872128736536 0.20447287937225453 41811.66371562353 163.27266629933757 -1440.2982027994449 61.711266278727464 41295.08190953931 186.0409835189573 -1241.0918885941342 33.49120484162121 40466.7909284671 234.10547057367896 -1058.0887869327614 25.51769817678726 38711.021701451704 320.46590457933434 -813.4612540664654 21.16081824022179 41793.22657837049 -1.0 3.5696280490528953 -1.0 3.894094599775084 -1.0 2.850761268620364 -1.0 41238.07987217945 771.4699456248554 4.098757785836855 0.21463687338768922 3.7324071226675524 0.1666082944985834 1.2409412098404822 0.31650694242257105 40277.09859347954 1062.2271161897695 3.9316767423329226 0.18061083111422127 4.377363817737293 0.23534831075287982 2.748726734465759 0.30542711479187373 38882.32112109464 1509.3355127988405 4.162113232959199 0.23184701494951557 4.757708384837185 0.3111224637063194 5.810192197939683 0.31684459824533706
7 NGC1333_20160830_00048_850 2457630.972650498 37.0 0.09 0.01289 1.2127292690169886 -0.33868250605095795 1.0083558503615426 0.010859066529782458 -1.0 0.0 -1.063959006190231 -1.0 -0.1435148180492547 -1.0 -1.0409170390508393 0.09597340173756501 -0.13967305358556814 0.1033207192675671 -1.0060656014116205 0.12977286359064436 -0.13414626259830698 0.13949701426250266 -0.9606027121352554 0.190971951199511 -0.12622464237381337 0.20548034879213967 42560.09443098114 68.2917579320633 -1473.1162794562042 25.811858631347263 42002.26809043597 121.04897947116956 -1257.2516605743683 21.791307046436913 41176.71746174586 179.88271410952984 -1075.3221655561888 19.607371046569185 39390.82048773423 286.5561570852415 -826.0407636756674 18.921709665927036 42523.36376361201 -1.0 3.6673620219043888 -1.0 3.783082369467683 -1.0 0.021749889598972595 -1.0 41949.978721498 799.5071585529886 3.8427877039734173 0.19037988131502723 3.9791328829068524 0.2098868554739627 6.1276982745163755 0.7692498951966259 40974.04511276414 1091.2620734372406 4.2508319859820975 0.22217926212578032 4.046067500949965 0.19650074669823814 1.2006462483407914 0.6620831628120131 39553.52574609437 1546.428530529109 4.2733195857807065 0.2450230069185075 4.630528931208588 0.29109877897038544 5.761854812969556 0.5421350249371246
8 NGC1333_20161119_00088_850 2457712.020995401 50.0 0.067 0.008533 0.37201549348881047 1.900255035495979 1.038018530341325 0.005093604748428119 -6.0 14.0 -6.171710004786348 -1.0 13.788137372307744 -1.0 -6.149973544668626 0.09969431373621093 13.794556886270016 0.11193274267261422 -6.116924358415048 0.13093261157578726 13.80328727214524 0.14630616623636353 -6.074886859643783 0.19012142189685355 13.814073463587107 0.21159946632765303 42283.43175065544 153.06920527424398 -1396.1761713814965 57.854721551747616 41800.48729028538 164.15293995767058 -1209.0207272033822 29.550906689508757 41000.74351617479 209.87687077989443 -1031.4446328279114 22.87675999431615 39345.60079285749 286.6060876232396 -801.614428947297 18.925006700672135 42255.27956041553 -1.0 3.675548426403562 -1.0 3.9647937212315223 -1.0 0.13237551346305906 -1.0 41735.528191625424 713.1340929717544 3.8489844705215215 0.1726812858858305 4.153459587258286 0.21424671424718167 0.04692926627994208 0.3126257753264696 40807.8159976668 1022.9761282684609 4.072923526518869 0.19605540325114473 4.406655407170497 0.24222767203702603 6.1865995058221435 0.3482414386939745 39445.353196956814 1478.7805362258725 4.333649784580175 0.2517270367259065 4.756369913013721 0.31536350718947315 2.85164758639464 0.4123245306606073
9 NGC1333_20161126_00021_850 2457718.734976899 37.0 0.048 0.01009 1.9833707557560425 1.6288147038156018 1.149097319768195 0.009940973208621902 0.0 -2.0 -0.031007700695965923 -1.0 -2.271542679754873 -1.0 -0.027157989858039855 0.09322573445239074 -2.2615636733955284 0.10371026579443703 -0.020557308271321517 0.12543058868748083 -2.2496532901570845 0.13809879777273962 -0.010833645572716932 0.1856051234370161 -2.2375598680486632 0.20383108459966096 41088.33800448538 86.30695723140168 -1441.8548944447912 32.620964687453146 40554.977625655694 130.2669476776503 -1236.801669433804 23.450730654564882 39712.01899767362 188.77267410039525 -1049.898187659015 20.576384338985125 37977.512633033206 283.3320097973987 -808.5782734459549 18.708814674553032 41064.317657337466 -1.0 3.612158021329255 -1.0 3.7686254964551544 -1.0 3.384234413036675 -1.0 40525.0718341136 732.0406103090503 3.7849189004054624 0.17483788102095266 3.9517369119293844 0.19740281884774397 0.06937299244547568 0.5593184273352211 39590.34534137551 1032.2081611690844 3.9906921103151043 0.19289624173072398 4.20516845995417 0.22131279028336862 2.9684646399539223 0.53889097539745 38221.74700162736 1488.9841928999222 4.565195724141061 0.29034785976631594 4.219919332302838 0.24281850847839004 4.3225636235864044 0.5125830858962972
10 NGC1333_20170206_00029_850 2457790.8069560006 49.0 0.124 0.01383 1.631314371638962 3.3743280780316907 0.9317507388748897 0.007077115467713653 -5.0 13.0 -5.052059210034656 -1.0 12.44349839976934 -1.0 -5.0320369031033465 0.09808110031699178 12.437643978844278 0.11718461674421689 -5.00062208440508 0.12942333371061393 12.432496299270525 0.14908626701105415 -4.959780448628862 0.18857851062583858 12.430982537381624 0.2130387310241949 43161.526865932196 141.76592021047384 -1414.3755862562525 53.58248366354542 42630.490892002024 162.94192970667584 -1203.2539639482504 29.33290023094646 41824.357169443196 205.69681598580502 -1024.3402091708676 22.421130199191595 40174.674757730456 281.0588212415603 -795.071308623427 18.55871272333543 43099.49338325303 -1.0 4.00273438231687 -1.0 3.7241778042665272 -1.0 1.7705663582565134 -1.0 42521.25104568184 774.5666705914795 4.214610176636077 0.23634655562771514 3.927215606544954 0.19351108561181884 1.6752862505091177 0.3751521773130438 41553.026213759236 1060.0834583108754 4.175850000802962 0.21288771493507247 4.478921951741357 0.2573970959518129 6.220787921134802 0.4050048926947261 40165.22299838607 1489.9725309442706 4.458254342043783 0.2657891233387793 4.838544040000415 0.3248349716892617 2.85185504469618 0.4761703326977298
