# ID Name UT JD Obs Elev Tau225 RMS RMS_unit Cal_f Cal_f_err Offset_x Offset_y
11 NGC2024_20170206_00025_850 "2017-02-06 06:25:30.999219" 2457790.7677198984 00025 67.0 0.111 0.01114 Jy/bm 1.0437284585338544 0.02273457144807708 1.4977018887150861 -3.027474030435224
12 NGC2024_20170319_00010_850 "2017-03-19 04:39:16.001329" 2457831.6939352006 00010 67.0 0.103 0.01165 Jy/bm 0.9725990092409313 0.026641130713816963 2.6675079583563353 -5.700031915449922
13 NGC2024_20170423_00011_850 "2017-04-23 04:31:12.999322" 2457866.6883448996 00011 44.0 0.077 0.01129 Jy/bm 0.929202608817764 0.01615380104899508 2.2485462934025886 -3.8566671563302264
14 NGC2024_20170731_00060_850 "2017-07-31 15:48:30.997367" 2457966.158692099 00060 35.0 0.091 0.01227 Jy/bm 1.020818915566386 0.020929885247818487 1.4429337816928969 -2.560278139521599
15 NGC2024_20170901_00051_850 "2017-09-01 18:24:19.002185" 2457998.2668865994 00051 61.0 0.079 0.01022 Jy/bm 1.163722675170547 0.0032427763295024645 2.808927212868876 -2.891495031343272
16 NGC2024_20170929_00010_850 "2017-09-29 14:09:40.000448" 2458026.0900463015 00010 61.0 0.086 0.008962 Jy/bm 1.1299028674030225 0.011320116986975323 -0.8576719880686051 -6.402804262299133
17 NGC2024_20171107_00037_850 "2017-11-07 11:23:38.996179" 2458064.9747569 00037 59.0 0.083 0.009295 Jy/bm 1.0379301071044589 0.008351913705294233 1.9102550508600775 -0.5001658439542478
18 NGC2024_20171208_00038_850 "2017-12-08 09:15:03.000855" 2458095.885451399 00038 57.0 0.094 0.009813 Jy/bm 1.0400630258766903 0.01065712198069582 1.4834287491116394 -4.838185513027771
19 NGC2024_20180111_00019_850 "2018-01-11 06:09:08.000729" 2458129.756342601 00019 50.0 0.115 0.01232 Jy/bm 0.9657643675106358 0.01495067381238195 3.961249846275097 -3.6897009045782525
20 NGC2024_20180208_00021_850 "2018-02-08 09:02:20.996218" 2458157.8766319007 00021 48.0 0.092 0.01042 Jy/bm 0.996448363345451 0.007988324600474595 1.0012396341553844 -1.1397522883315696
21 NGC2024_20180308_00012_850 "2018-03-08 06:53:10.000319" 2458185.7869213 00012 54.0 0.105 0.01168 Jy/bm 0.9104960197360725 0.026860140601419304 4.183891095719554 -7.510509259003106
22 NGC2024_20180906_00018_850 "2018-09-06 16:18:13.999565" 2458368.1793286987 00018 66.0 0.12 0.01194 Jy/bm 1.103274093612815 0.01209156959936769 1.289713741641795 -3.1708030265166265
23 NGC2024_20181004_00045_850 "2018-10-04 12:17:27.003937" 2458396.012118101 00045 44.0 0.118 0.01231 Jy/bm 1.0912953418159157 0.013685012410490069 2.071881161399455 -3.863131291734048
24 NGC2024_20181102_00043_850 "2018-11-02 11:26:54.001036" 2458424.977013901 00043 55.0 0.112 0.01129 Jy/bm 1.0540453391188127 0.021062205047009765 2.3291255338771046 -3.5553573973204307
25 NGC2024_20181203_00052_850 "2018-12-03 10:02:07.002275" 2458455.9181366004 00052 63.0 0.084 0.007443 Jy/bm 1.2144131017771311 0.011560370570087129 1.1864649108480692 -3.2970608622386655
26 NGC2024_20190102_00035_850 "2019-01-02 10:15:10.002172" 2458485.927199099 00035 62.0 0.099 0.008854 Jy/bm 1.1621779849119245 0.01873692941830951 3.461006985269789 -3.6209657122642906
27 NGC2024_20190205_00029_850 "2019-02-05 07:18:43.997712" 2458519.8046758994 00029 67.0 0.052 0.008036 Jy/bm 1.1304371888510876 0.014490343683234973 1.6706268421541062 -2.447666243565627
28 NGC2024_20190310_00016_850 "2019-03-10 05:17:32.003360" 2458552.720509298 00016 65.0 0.083 0.01117 Jy/bm 0.8559968618090495 0.006045136960213475 0.8505603067238596 -2.8789405480082664
29 NGC2024_20190407_00016_850 "2019-04-07 05:28:55.997880" 2458580.7284259014 00016 46.0 0.072 0.01044 Jy/bm 1.0407596948918767 0.011808067274262729 3.6264268282877405 -6.118718064028148
30 NGC2024_20190812_00087_850 "2019-08-12 15:44:50.997112" 2458708.1561458 00087 42.0 0.098 0.01032 Jy/bm 1.1079472981914182 0.02359627839424217 3.617556639556584 -0.9732376272202359
31 NGC2024_20190909_00058_850 "2019-09-09 15:04:32.998238" 2458736.128159702 00058 56.0 0.064 0.008595 Jy/bm 1.149580309145162 0.023995994407413294 1.835337653564793 -2.500113500618495
32 NGC2024_20191009_00040_850 "2019-10-09 12:59:57.998428" 2458766.0416435003 00040 55.0 0.097 0.01022 Jy/bm 1.0272754491881682 0.0025400713860600954 4.094402818619254 -5.726008069011501
33 NGC2024_20191111_00047_850 "2019-11-11 10:41:17.998173" 2458798.945347201 00047 55.0 0.119 0.01094 Jy/bm 1.0716650672709884 0.015666530777913124 3.3768595112164093 -3.254936813774966
