# ID Name UT JD Obs Elev Tau225 RMS RMS_unit Cal_f Cal_f_err Offset_x Offset_y
1 NGC2024_20151226_00049_850 "2015-12-26 11:00:50.999093" 2457382.9589236006 00049 59.0 0.117 0.01283 Jy/bm 0.9654794657825282 0.008469521448471781 0.0 0.0
2 NGC2024_20160116_00022_850 "2016-01-16 07:20:04.997635" 2457403.8056133986 00022 64.0 0.057 0.009128 Jy/bm 0.987745389646519 0.013624860225072206 2.3279916608003663 -4.863322689131263
3 NGC2024_20160206_00013_850 "2016-02-06 04:55:02.003360" 2457424.704884298 00013 52.0 0.043 0.01114 Jy/bm 1.0303573821522127 0.009868945729929102 0.6799352104725087 -4.468090371197153
4 NGC2024_20160229_00022_850 "2016-02-29 05:43:03.996499" 2457447.7382407 00022 67.0 0.044 0.01128 Jy/bm 1.0720867165348102 0.011533321508377603 -0.010667883098663834 -2.5978561092575525
5 NGC2024_20160325_00021_850 "2016-03-25 06:46:11.997035" 2457472.782083299 00021 40.0 0.057 0.01187 Jy/bm 0.9299443719513029 0.012002167490530723 4.894762218040409 -3.794386857168686
6 NGC2024_20160329_00010_850 "2016-03-29 04:11:14.000716" 2457476.674467601 00010 64.0 0.053 0.008497 Jy/bm 1.0037023736837842 0.02000669340790256 1.5555881070196884 -2.8644789812287907
7 NGC2024_20160427_00012_850 "2016-04-27 04:39:12.000868" 2457505.693888899 00012 39.0 0.052 0.01342 Jy/bm 0.83941949328283 0.009798749892129867 3.08295928127772 -3.808225813645816
8 NGC2024_20160826_00029_850 "2016-08-26 17:07:18.001943" 2457627.2134028003 00029 67.0 0.092 0.01181 Jy/bm 0.990322360980081 0.022065136025845977 1.8435510478663368 -5.039556788890646
9 NGC2024_20161119_00099_850 "2016-11-19 14:38:53.998096" 2457712.1103472 00099 47.0 0.067 0.008818 Jy/bm 1.0017959250622963 0.016592042852615143 2.620444599441902 -2.751990828568756
10 NGC2024_20161126_00053_850 "2016-11-26 11:24:05.996153" 2457718.9750694 00053 68.0 0.063 0.008582 Jy/bm 1.13541806238978 0.029335680967867282 0.755937592521003 -0.7091294370401039
