# Epoch JD Elevation T225 RMS Cal_f Cal_f_err JCMT_Offset_x JCMT_offset_y B_5 B_5_err m_5 m_5_err Covariance XCorr_offset_x, XCorr_offset_y
1.0 2457378.7284605987 54.0 0.064 0.01182 1.007665695363056 0.015136111838139033 0.0 0.0 1.000000000028682 inf -2.1811441541785825e-12 inf inf 0.0015738889562157965 0.0006369735837097323
2.0 2457402.826018501 66.0 0.072 0.009275 1.035233469181242 0.00804343432367687 13.0 21.0 0.9234378380492589 0.010289854014314249 0.00012702940153297426 0.000679453525471291 -6.07079185853345e-06 -5.752552471985666 5.972885444748243
3.0 2457423.7676156983 67.0 0.037 0.0129 0.9585252929018787 0.014201337906007838 14.0 23.0 1.05616816664939 0.016302739150096553 0.0014184043358898002 0.0010764928461337551 -1.5238707277188157e-05 -7.890279726751572 5.877148893813455
4.0 2457444.7896065004 44.0 0.054 0.01206 0.9591239240279751 0.013335190300611564 -3.0 24.0 0.9596562796225179 0.004139085979321791 -0.0010664605535335436 0.0002733097248811356 -9.822814017718735e-07 -3.306232444387632 14.346624055056623
5.0 2457465.7467245013 39.0 0.048 0.01117 0.9346644184181988 0.017217902750496884 1.0 31.0 0.999439041555626 0.008405070712655685 0.00015081388389359685 0.0005549980550834681 -4.050504263904563e-06 -1.2723468162721758 14.995997500650162
6.0 2457495.6792708 35.0 0.036 0.01157 0.9153823738458757 0.0045376634548740255 5.0 35.0 0.990040775220365 0.011468515949828563 0.000995517291153214 0.0007572824723145355 -7.5412187353794875e-06 -2.0864049018705657 14.894317226460828
7.0 2457627.2984954007 39.0 0.082 0.01497 0.9593314527765541 0.017476109515085676 0.0 30.0 0.9165225262087985 0.008951147918518438 -0.0022027990462600844 0.0005910569886114209 -4.593931006943803e-06 -2.3909810658802257 16.259111885788712
8.0 2457718.7500693984 40.0 0.049 0.009727 1.2118067787257623 0.030727039702483104 3.0 10.0 0.8434377029478526 0.005758310347207232 -0.002431607817769299 0.00038022940406363335 -1.9011533469903148e-06 1.5901264651091367 -2.14661951982751
9.0 2457793.8217592984 46.0 0.089 0.01224 1.0182665947594571 0.024943223387598162 -4.0 22.0 1.1090072781234979 0.010108342004179365 -2.319290220587078e-05 0.0006674694776639928 -5.858512080062925e-06 -4.675472517873345 14.94908039601188
10.0 2457832.726423599 43.0 0.086 0.01141 0.9668831674482631 0.004334836306396235 -1.0 26.0 0.916498738683815 0.00619667079372089 -0.00177547651682608 0.00040917495465815434 -2.2016275100585586e-06 -2.232290825170651 15.281116367896374
11.0 2457929.2097106017 50.0 0.098 0.01175 0.9174100554969291 0.009113209554899712 2.0 0.0 0.9433278498036001 0.005857332543260523 -0.0007798456443270929 0.00038676797241570643 -1.967101448512741e-06 1.854931563608659 -1.761134875977831
12.0 2457967.1258565 57.0 0.089 0.0096 1.0549505065590252 0.00595643591253649 2.0 -2.0 0.882075236661034 0.005416667666631894 -0.0013962405708809467 0.00035767024959902784 -1.6822532537280205e-06 0.9758848740198687 0.04892958459038255
13.0 2457999.314675901 30.0 0.043 0.01124 1.221319531034753 0.029949330214957454 9.0 40.0 0.8142749962976845 0.009276335611287814 -0.0024697443878106727 0.0006125296176538851 -4.93378162936071e-06 -1.4557576000683525 16.40047832156182
14.0 2458026.926458299 47.0 0.077 0.0107 1.112196238060861 0.02505550490868684 2.0 4.0 0.9058986618400011 0.004919094131999598 -0.0016945638123564422 0.0003248147492595746 -1.3873858243695106e-06 1.8814567030362923 -0.8466903943214561
15.0 2458057.1325000003 38.0 0.103 0.01535 1.0158012504017562 0.0327925624249094 2.0 31.0 0.8675559501900385 0.01068569619300847 -0.00304160094440527 0.0007055916678940716 -6.546853849834925e-06 -2.264777153952622 14.179768744086289
16.0 2458095.777453698 57.0 0.101 0.01007 1.0843864250269293 0.027402566934724107 1.0 -4.0 0.9363478879730982 0.005601282002393227 -0.001320164432652815 0.0003698605968740634 -1.7988786947216486e-06 2.8786976263862414 -0.04596209690947717
17.0 2458129.704432901 63.0 0.098 0.009842 1.05483477905428 0.020415278086043865 0.0 -12.0 0.9160988671228631 0.00710338897833242 -0.0015562960228650002 0.0004690468515259691 -2.893065132333229e-06 1.0331343287249695 -2.0051961537700436
18.0 2458158.7866897993 56.0 0.091 0.00899 1.1299840237305272 0.016785315445336554 -2.0 15.0 0.912038033527135 0.008457334971892733 -0.0010570620738172831 0.0005584498250744419 -4.101040549741791e-06 -5.022862068948484 11.228061060892628
19.0 2458188.7374305986 48.0 0.101 0.01181 0.93148276809353 0.021298201330618216 -4.0 19.0 0.9304265157745703 0.007646036219789667 -0.0017306204599143449 0.0005048786140954 -3.3519667661307452e-06 -2.9491336413513523 12.355659460223393
20.0 2458368.2289352007 52.0 0.114 0.01218 1.118525432693328 0.03092653796947889 0.0 31.0 0.8957502217028538 0.007842090213644282 -0.0016258583011106165 0.0005178243605709827 -3.526068071359067e-06 -2.2409108402472384 17.020731797260368
21.0 2458368.2741781995 39.0 0.11 0.01484 1.0623955960806069 0.04757405087792129 1.0 8.0 0.8868087543849109 0.005172562287316082 -0.0023465315397063636 0.00034155163085776874 -1.5340463290644963e-06 0.8364852429427003 0.1173970980601382
22.0 2458395.897766199 39.0 0.1 0.01086 1.1515569960455534 0.04889527258633885 1.0 3.0 0.8645292470562811 0.005597726062127119 -0.0018835097042473326 0.0003696257834257081 -1.796595388251379e-06 1.0083112471801883 -1.1089716815400266
